#     'r'     'cord11(r)'     'cord12(r)'     'cord22(r)'     cord21(r)
    3.8146      5.143503     2.637202      2.720496     5.274404
    3.8242      5.178571     2.655058      2.738269     5.310117
    3.8338      5.213916     2.672879      2.756564     5.345758
    3.8434       5.24932     2.690928      2.775349     5.381856
     3.853      5.284363     2.708947      2.794627     5.417893
    3.8626      5.319829     2.726738      2.814194     5.453477
    3.8722       5.35587     2.744517      2.833393     5.489034
    3.8818      5.392226     2.762707      2.852564     5.525413
    3.8914      5.428955     2.781146      2.871913     5.562292
     3.901      5.465799     2.799514      2.891237     5.599028
    3.9106       5.50261     2.817904      2.910609     5.635808
    3.9202      5.539474      2.83662      2.929884      5.67324
    3.9298      5.576726     2.855673      2.948911     5.711346
    3.9394      5.614412      2.87457      2.968272      5.74914
     3.949      5.652127     2.893538      2.988174     5.787076
    3.9585      5.689779     2.912566      3.007658     5.825131
    3.9681       5.72772     2.931697       3.02721     5.863394
    3.9777      5.765776     2.950991      3.047018     5.901982
    3.9873      5.804015     2.970316      3.067033     5.940632
    3.9969      5.842519     2.989862      3.087527     5.979724
    4.0065      5.880859     3.009417      3.108014     6.018835
    4.0161      5.918881     3.028977      3.128347     6.057953
    4.0257      5.957447     3.048607      3.148728     6.097215
    4.0353      5.996779     3.068347      3.169278     6.136693
    4.0449      6.036362     3.088471       3.18976     6.176942
    4.0545      6.076398     3.108516      3.210402     6.217032
    4.0641      6.116951     3.128607      3.231341     6.257215
    4.0737      6.157262     3.148988      3.252266     6.297976
    4.0833      6.197281     3.169191      3.273295     6.338382
    4.0929      6.237622      3.18936       3.29477      6.37872
    4.1025       6.27811     3.209749       3.31651     6.419498
    4.1121      6.319048     3.230598      3.338369     6.461196
    4.1217      6.360045     3.251732      3.359967     6.503464
    4.1313      6.400326      3.27284      3.381399      6.54568
    4.1409      6.441084     3.293995      3.402797      6.58799
    4.1505      6.482588     3.314984      3.424399     6.629968
    4.1601      6.524245      3.33593      3.446431      6.67186
    4.1697      6.566318     3.357141      3.468689     6.714282
    4.1793      6.608585     3.378613      3.491258     6.757226
    4.1889      6.650606     3.400228      3.514095     6.800456
    4.1985      6.693379     3.421968      3.535982     6.843936
    4.2081      6.736872     3.443721      3.557286     6.887443
    4.2177      6.780241     3.465309      3.579727     6.930618
    4.2273      6.823873     3.486968      3.602706     6.973936
    4.2368      6.867296     3.508748      3.625271     7.017497
    4.2464      6.910675     3.530749      3.648272     7.061499
     4.256       6.95446     3.552886      3.671708     7.105773
    4.2656      6.998352     3.574954      3.694628     7.149909
    4.2752       7.04269     3.597242      3.717372     7.194484
    4.2848      7.087341     3.619873      3.740527     7.239745
    4.2944      7.131928     3.642585      3.764285      7.28517
     4.304      7.176678     3.665244      3.787731     7.330488
    4.3136      7.221668      3.68779      3.810784      7.37558
    4.3232      7.267194     3.710331      3.834639     7.420663
    4.3328      7.313117     3.733256      3.858732     7.466512
    4.3424      7.358698     3.756419      3.882862     7.512838
     4.352      7.404087      3.77957      3.907095     7.559141
    4.3616       7.44959     3.802613      3.930789     7.605226
    4.3712      7.495396     3.825654       3.95465     7.651307
    4.3808      7.541186     3.848872      3.978314     7.697743
    4.3904      7.587303     3.872172      4.001397     7.744344
       4.4      7.633827     3.895585      4.025524     7.791169
    4.4096      7.680597     3.919122      4.050623     7.838245
    4.4192      7.727452       3.9427      4.075384     7.885399
    4.4288      7.774486     3.966548       4.10022     7.933096
    4.4384      7.821983     3.990523      4.125252     7.981047
     4.448      7.869317     4.014409      4.149866     8.028818
    4.4576      7.917126     4.038478      4.174495     8.076955
    4.4672      7.965469     4.062678      4.199491     8.125357
    4.4768      8.013454     4.086875      4.224853      8.17375
    4.4864      8.061085     4.110964      4.250003     8.221928
     4.496       8.10852     4.135082      4.275046     8.270163
    4.5055      8.156394     4.159283      4.300533     8.318567
    4.5151      8.204888     4.183584      4.325971     8.367167
    4.5247      8.253573     4.208065      4.351179     8.416129
    4.5343      8.302208     4.232801      4.376681     8.465602
    4.5439      8.350979     4.257653      4.402871     8.515306
    4.5535      8.400442      4.28245      4.428773       8.5649
    4.5631      8.450335     4.307354      4.454032     8.614708
    4.5727      8.500199     4.332585      4.480181     8.665171
    4.5823      8.550671     4.358029      4.507051     8.716059
    4.5919      8.601096     4.383478      4.533189     8.766955
    4.6015      8.651116     4.409014      4.559318     8.818028
    4.6111         8.702     4.434423      4.585431     8.868847
    4.6207      8.753194     4.459869      4.611611     8.919739
    4.6303      8.803927     4.485697      4.638549     8.971395
    4.6399      8.854638     4.511539      4.665372     9.023078
    4.6495      8.905852     4.537529      4.692298     9.075058
    4.6591        8.9573     4.563476       4.71942     9.126952
    4.6687      9.009485     4.589472       4.74611     9.178943
    4.6783      9.061603     4.615846      4.772719     9.231692
    4.6879      9.113158     4.642008      4.799819     9.284017
    4.6975      9.165432     4.668053      4.827455     9.336107
    4.7071      9.218184     4.694509      4.854536     9.389018
    4.7167      9.271389      4.72134      4.880945      9.44268
    4.7263       9.32538     4.748245      4.908645      9.49649
    4.7359      9.379344     4.775053       4.93675     9.550107
    4.7455      9.432756     4.801794      4.964354     9.603588
    4.7551      9.485754     4.828611      4.992251     9.657222
    4.7647      9.539182     4.855583      5.020207     9.711167
    4.7743      9.593464     4.882729      5.048108     9.765457
    4.7838       9.64745     4.910214       5.07615     9.820428
    4.7934      9.701127     4.937632      5.104782     9.875263
     4.803      9.755455     4.965133      5.133699     9.930266
    4.8126      9.810335      4.99304      5.162335      9.98608
    4.8222      9.865478     5.020951      5.191101      10.0419
    4.8318       9.92078     5.048762      5.219493     10.09752
    4.8414      9.975957     5.076558       5.24768     10.15312
     4.851      10.03058     5.104367      5.276262     10.20873
    4.8606      10.08526     5.132226      5.304836     10.26445
    4.8702      10.14091      5.16054      5.333831     10.32108
    4.8798      10.19711     5.189299      5.362963      10.3786
    4.8894      10.25292     5.217999      5.391583       10.436
     4.899      10.30878     5.246312      5.421259     10.49262
    4.9086      10.36522      5.27443      5.451434     10.54886
    4.9182      10.42178     5.303235      5.481362     10.60647
    4.9278      10.47862     5.332297      5.511334     10.66459
    4.9374      10.53584     5.361059      5.541195     10.72212
     4.947      10.59354     5.390106       5.57116     10.78021
    4.9566       10.6513     5.419415      5.601219     10.83883
    4.9662      10.70931     5.448903      5.632262     10.89781
    4.9758      10.76723     5.478572      5.663229     10.95714
    4.9854       10.8249     5.508465      5.693596     11.01693
     4.995       10.8839     5.538652      5.724231      11.0773
    5.0046      10.94326     5.568677      5.755635     11.13735
    5.0142      11.00193     5.598543      5.786995     11.19709
    5.0238      11.06051     5.628735      5.817807     11.25747
    5.0334      11.11948     5.659392      5.848831     11.31878
     5.043      11.17867     5.690085      5.879672     11.38017
    5.0525      11.23773     5.720521      5.910677     11.44104
    5.0621      11.29807     5.751064      5.942812     11.50213
    5.0717      11.35913      5.78197      5.974593     11.56394
    5.0813      11.41948     5.812927      6.005567     11.62585
    5.0909      11.47991     5.843765      6.037206     11.68753
    5.1005      11.54126     5.875082      6.069498     11.75016
    5.1101       11.6024     5.906577      6.101921     11.81315
    5.1197      11.66347     5.937659      6.134227     11.87532
    5.1293      11.72512     5.968606      6.166339     11.93721
    5.1389      11.78666     5.999728      6.197938     11.99946
    5.1485      11.84848     6.031311      6.229523     12.06262
    5.1581      11.91091     6.062992      6.261969     12.12598
    5.1677       11.9742     6.094748      6.294869      12.1895
    5.1773      12.03736     6.126839      6.327939     12.25368
    5.1869      12.09982     6.158764      6.361166     12.31753
    5.1965      12.16303     6.190573      6.394793     12.38115
    5.2061      12.22666     6.222517      6.428069     12.44503
    5.2157      12.28993     6.254934      6.460602     12.50987
    5.2253       12.3534     6.287417      6.493225     12.57483
    5.2349       12.4175     6.319847      6.526558     12.63969
    5.2445      12.48191     6.352848      6.560884      12.7057
    5.2541      12.54648     6.386039      6.595299     12.77208
    5.2637      12.61152     6.419256      6.629534     12.83851
    5.2733      12.67632     6.452517      6.664379     12.90503
    5.2829      12.74139     6.485643        6.6988     12.97129
    5.2925      12.80659     6.518999      6.732589       13.038
    5.3021      12.87153     6.552544      6.767008     13.10509
    5.3117      12.93717      6.58606      6.801783     13.17212
    5.3213      13.00311     6.619884      6.836731     13.23977
    5.3308      13.06905     6.653714      6.871367     13.30743
    5.3404      13.13545     6.687406      6.905562     13.37481
      5.35      13.20247     6.721167      6.940214     13.44233
    5.3596      13.26982     6.755142      6.975398     13.51028
