#     'r'     'g11(r)'     'g12(r)'     'g22(r)'
    6.7991      1.274763     1.289508      1.338767
    6.8087      1.266749     1.307993      1.325967
    6.8183      1.292103     1.304854      1.304232
    6.8279      1.273122      1.30678      1.339803
    6.8375      1.282873     1.309186      1.314825
    6.8471      1.273875     1.289538       1.34404
    6.8567      1.287715     1.294597      1.318355
    6.8663      1.287482     1.289875      1.335879
    6.8759      1.275136     1.303104      1.317563
    6.8855      1.286883     1.287907      1.358523
    6.8951      1.276672     1.306013      1.321487
    6.9047      1.263672     1.289263      1.297657
    6.9143      1.268785     1.309557      1.338154
    6.9239      1.265593     1.306372      1.324424
    6.9335      1.274404     1.298742      1.326242
    6.9431        1.2761     1.304527       1.33319
    6.9527        1.2723     1.310555      1.313157
    6.9622      1.280407     1.303838      1.318814
    6.9718      1.267055     1.301959      1.324594
    6.9814      1.280123     1.311971       1.29742
     6.991      1.281202     1.283758      1.336995
    7.0006      1.265496     1.289184      1.332541
    7.0102      1.276046     1.301177      1.332996
    7.0198      1.283432     1.295546      1.325422
    7.0294      1.274802     1.294668       1.35396
     7.039      1.271524      1.29874      1.341198
    7.0486      1.267675     1.301307      1.320389
    7.0582      1.271646     1.315484      1.344804
    7.0678      1.274352     1.291002      1.294764
    7.0774      1.273563     1.299146      1.316631
     7.087       1.28063     1.287979      1.334981
    7.0966      1.264801      1.29232      1.307518
    7.1062      1.265984     1.284893      1.324403
    7.1158      1.263947      1.29676       1.32466
    7.1254      1.285194     1.276231      1.331474
     7.135      1.283601     1.307885      1.316629
    7.1446      1.265377     1.301159      1.343918
    7.1542      1.272679     1.285032       1.32502
    7.1638      1.277149     1.290998      1.314374
    7.1734      1.273358     1.293325      1.315981
     7.183      1.279706     1.304991      1.317274
    7.1926      1.254084     1.297106      1.343875
    7.2022      1.275542     1.306272      1.297562
    7.2118      1.265566       1.3162      1.327641
    7.2214      1.263058      1.29245      1.318616
     7.231      1.272804     1.281193      1.325791
    7.2405      1.279947     1.294594       1.35643
    7.2501      1.277775     1.289737      1.302856
    7.2597      1.265958     1.292447      1.322208
    7.2693       1.27111     1.292837       1.34292
    7.2789      1.263307     1.280538      1.322705
    7.2885      1.258417     1.281458      1.340672
    7.2981      1.269418     1.285812      1.312265
    7.3077      1.262862     1.279291      1.343217
    7.3173      1.271438     1.302372      1.324353
    7.3269      1.267677     1.280942      1.326949
    7.3365      1.270867     1.301665      1.333272
    7.3461      1.256473     1.287926      1.330365
    7.3557      1.274432       1.2987      1.340075
    7.3653      1.254926     1.292897      1.330013
    7.3749      1.257992      1.28247      1.337669
    7.3845      1.270367     1.287318       1.32922
    7.3941      1.269725     1.297259      1.304082
    7.4037      1.264813     1.294849      1.313005
    7.4133      1.263898      1.28138      1.304813
    7.4229      1.268988     1.306174      1.342235
    7.4325      1.266798     1.280783      1.327827
    7.4421      1.270099     1.300736       1.31237
    7.4517      1.268188     1.291163      1.332721
    7.4613      1.255443     1.286387      1.294211
    7.4709      1.261681     1.290211      1.308524
    7.4805      1.265394     1.300809      1.353647
    7.4901      1.258016     1.302435       1.34645
    7.4997      1.261298     1.289319      1.302907
    7.5092      1.269293     1.293354      1.347961
    7.5188      1.270674     1.277075       1.30161
    7.5284      1.267846     1.287551      1.317165
     7.538      1.253863     1.281217      1.337547
    7.5476      1.260626     1.288977      1.281767
    7.5572      1.258002     1.290608      1.328862
    7.5668       1.27015     1.301467      1.322245
    7.5764      1.267811     1.304698      1.316062
     7.586       1.26595     1.280596      1.290647
    7.5956      1.275661     1.279705      1.316808
    7.6052      1.268865     1.301248      1.306385
    7.6148      1.258063      1.27879      1.315258
    7.6244      1.258425     1.287265      1.334215
     7.634      1.269602     1.302552      1.334719
    7.6436      1.266085     1.294656       1.30192
    7.6532      1.266049     1.281818      1.291643
    7.6628      1.264856     1.280188      1.332629
    7.6724      1.252757      1.29516      1.337855
     7.682      1.255266     1.292646      1.320068
    7.6916      1.263285     1.289096      1.292539
    7.7012       1.26477     1.276606      1.291934
    7.7108      1.281046     1.297268      1.334215
    7.7204      1.259885     1.280504      1.273815
      7.73      1.267667     1.278684      1.314367
    7.7396      1.261813     1.282187       1.30891
    7.7492       1.25621     1.292422      1.319222
    7.7588      1.264157     1.284544      1.311841
    7.7684      1.256004     1.286012      1.322858
     7.778       1.25815     1.296214      1.311781
    7.7875      1.257507     1.292608       1.31839
    7.7971      1.262622     1.310549      1.323561
    7.8067      1.258568     1.269721      1.321581
    7.8163      1.269568     1.303204      1.278757
    7.8259      1.273057     1.281472      1.341555
    7.8355       1.26197     1.292676      1.302167
    7.8451       1.25241     1.289704      1.286767
    7.8547      1.261359     1.287712      1.308876
    7.8643      1.238142      1.27917      1.304931
    7.8739      1.248759     1.289976      1.319754
    7.8835      1.259446     1.283513      1.288733
    7.8931      1.262316     1.301593      1.296425
    7.9027      1.261977     1.287458      1.337583
    7.9123      1.255179     1.286866      1.313913
    7.9219      1.255315     1.280889      1.308632
    7.9315       1.26012     1.308055       1.28711
    7.9411      1.261523     1.297945      1.263721
    7.9507      1.254288     1.306788      1.287769
    7.9603      1.253067     1.287184      1.316468
    7.9699      1.246945     1.287278       1.31513
    7.9795      1.259805     1.290461      1.343252
    7.9891       1.23693     1.291295      1.306147
    7.9987      1.256548     1.284849      1.304347
    8.0083      1.240117     1.283578      1.305695
    8.0179      1.257369     1.290719      1.279423
    8.0275      1.259197     1.291081      1.316538
    8.0371      1.249035      1.28519      1.303916
    8.0467      1.253586      1.28821      1.297097
    8.0562      1.246131     1.278478       1.30201
    8.0658        1.2418     1.274459       1.30082
    8.0754      1.265248     1.290174      1.308426
     8.085      1.258548     1.299165      1.312436
    8.0946      1.251846     1.276961      1.278217
    8.1042      1.256511     1.291667      1.322866
    8.1138      1.240378     1.281193      1.296782
    8.1234      1.253072     1.276675      1.296774
     8.133      1.245964     1.289632      1.325118
    8.1426      1.238507     1.281585      1.270444
    8.1522      1.254336     1.280952      1.308973
    8.1618      1.250953     1.279796      1.293331
    8.1714      1.246249     1.288677      1.311537
     8.181      1.238443     1.286868      1.293754
    8.1906      1.237878     1.294072      1.319839
    8.2002      1.247927     1.288116      1.301306
    8.2098      1.253363     1.285908      1.291481
    8.2194      1.252012     1.280735      1.296154
     8.229      1.249237     1.282455      1.349102
    8.2386      1.251999     1.291929      1.305766
    8.2482      1.257702     1.281829       1.28245
    8.2578      1.238272     1.309631      1.304363
    8.2674      1.246889     1.276054      1.318119
     8.277      1.243773     1.284963      1.287234
    8.2866      1.251063      1.28061      1.262357
    8.2962      1.236816     1.290891      1.306735
    8.3058      1.255802     1.292724      1.295515
    8.3154      1.247478     1.283236      1.290621
     8.325      1.244883     1.294488      1.284963
    8.3345      1.229822     1.284421      1.310346
    8.3441      1.253693     1.286737      1.272491
    8.3537      1.252809      1.27158      1.268347
    8.3633      1.250849     1.299665      1.276963
    8.3729      1.248314     1.271679      1.313284
    8.3825      1.237943     1.286466      1.281049
    8.3921      1.247088     1.271654      1.310586
    8.4017      1.252625     1.282729      1.291453
    8.4113      1.254553     1.271725      1.305159
    8.4209      1.242067     1.278985      1.257374
    8.4305      1.232464     1.284252      1.271852
    8.4401      1.233057     1.283638      1.289307
    8.4497      1.268999     1.294949      1.308634
    8.4593      1.242064     1.281246      1.314765
    8.4689      1.253221      1.28346      1.288337
    8.4785      1.246807     1.283188      1.284667
    8.4881      1.244258     1.289427      1.299837
    8.4977      1.255753     1.277211      1.277475
    8.5073      1.247042     1.275959      1.299119
    8.5169      1.261539     1.281177      1.305702
    8.5265      1.251252     1.270805       1.29349
    8.5361      1.243051     1.276641      1.282499
    8.5457      1.245505     1.272004      1.279514
    8.5553      1.244245     1.279758      1.290411
    8.5649      1.252902     1.279603      1.290797
    8.5745      1.239681     1.285486       1.25934
    8.5841      1.247883     1.268489      1.281034
    8.5937      1.259137     1.278338      1.296855
    8.6032      1.236154     1.278566       1.28454
    8.6128      1.237391     1.279831      1.309053
    8.6224      1.231854     1.274387      1.266943
     8.632      1.252973     1.286352      1.308647
    8.6416      1.244701     1.281971      1.298373
    8.6512      1.237108     1.285553       1.29042
    8.6608      1.239886     1.278561      1.292935
    8.6704      1.255746     1.282975      1.268733
      8.68      1.246809      1.28096      1.315925
    8.6896      1.242341     1.275831      1.288488
    8.6992      1.235639      1.27761      1.282779
    8.7088      1.238707       1.2875      1.301823
    8.7184      1.237534     1.273312       1.27571
     8.728      1.251547     1.277865      1.291728
    8.7376      1.237576     1.280345      1.313359
    8.7472      1.243179     1.275291      1.302375
    8.7568      1.243558     1.284081      1.310842
    8.7664      1.237943     1.284286      1.279735
     8.776      1.242796     1.275086      1.281869
    8.7856      1.235021     1.279507      1.289613
    8.7952      1.230002      1.27749      1.283194
    8.8048      1.228519     1.274906      1.298594
    8.8144      1.243746     1.262836      1.264743
     8.824      1.234559     1.272763      1.278617
    8.8336      1.242884     1.290241      1.299976
    8.8432      1.225495     1.273664      1.313807
    8.8528      1.229208     1.279799      1.277731
    8.8624      1.243491     1.272505      1.274669
    8.8719      1.235076     1.268748      1.295152
    8.8815      1.232997     1.270218      1.272507
    8.8911      1.241935     1.279104      1.291429
    8.9007      1.241358     1.268621      1.281993
    8.9103      1.247724     1.271119      1.275817
    8.9199       1.24577     1.274695      1.276385
    8.9295      1.253113      1.27651      1.291528
    8.9391      1.233407     1.287423      1.269649
    8.9487      1.227719     1.277381      1.296834
    8.9583      1.247289     1.275753      1.296568
    8.9679      1.224659     1.263468      1.316346
    8.9775      1.242682     1.277228      1.274778
    8.9871      1.233707     1.264604      1.264572
    8.9967       1.23196     1.259045      1.286964
    9.0063      1.234964     1.281026      1.282025
    9.0159      1.234074     1.268394      1.284542
    9.0255      1.239714     1.271174       1.28752
    9.0351      1.243717     1.278504      1.285072
    9.0447      1.222612     1.279097      1.279693
    9.0543      1.228139     1.292333      1.268851
    9.0639      1.242727      1.26043      1.294469
    9.0735      1.234108     1.264567      1.280623
    9.0831       1.23462     1.274488      1.273503
    9.0927      1.236578     1.255988      1.275504
    9.1023      1.229022     1.261148      1.270477
    9.1119      1.228695      1.26133       1.27387
    9.1215      1.232248     1.266313      1.287866
    9.1311      1.236666     1.270137      1.280605
    9.1407      1.242451     1.275376      1.277268
    9.1502      1.236496     1.276922      1.280885
    9.1598      1.231671     1.264996      1.279034
    9.1694      1.228795     1.271054      1.275529
     9.179      1.229831     1.263906      1.251889
    9.1886      1.237802     1.267259      1.300315
    9.1982      1.238764     1.270938      1.279008
    9.2078      1.233719     1.254853      1.277349
    9.2174      1.233884     1.282741       1.31118
     9.227      1.236362     1.265673      1.294162
    9.2366      1.234429     1.265466      1.254681
    9.2462         1.233     1.261011      1.262504
    9.2558      1.223151     1.259209      1.281419
    9.2654      1.239658      1.26263      1.290954
     9.275      1.237521     1.266415      1.278464
    9.2846      1.225024     1.261537      1.264673
    9.2942      1.225295     1.262152      1.275253
    9.3038      1.213651     1.259839      1.279428
    9.3134      1.224799     1.268553      1.256063
     9.323      1.224193     1.264521       1.26507
    9.3326      1.234713     1.273517      1.279912
    9.3422      1.233684     1.268291      1.265295
    9.3518      1.234781     1.260589      1.282019
    9.3614       1.22404     1.257896      1.267364
     9.371      1.222217     1.267041      1.254178
    9.3806      1.223125     1.263725      1.268261
    9.3902       1.23041     1.251245       1.29204
    9.3998      1.237466     1.273256      1.251683
    9.4094      1.233151     1.265578       1.26699
    9.4189      1.235676     1.258278      1.250868
    9.4285      1.231683     1.270075      1.255559
    9.4381      1.230417     1.261402        1.2765
    9.4477      1.232729     1.256851      1.274776
    9.4573      1.231916     1.253805      1.278083
    9.4669      1.227671     1.255466      1.276531
    9.4765      1.239811     1.251462       1.26851
    9.4861      1.226255     1.246528      1.267064
    9.4957      1.231136     1.262041      1.243359
    9.5053      1.221886     1.254664      1.263325
    9.5149      1.220683     1.257893      1.272763
    9.5245      1.223534     1.261724      1.273361
    9.5341      1.222519     1.253811      1.258435
    9.5437      1.225753     1.255615      1.294283
    9.5533      1.223716     1.251148      1.266972
    9.5629      1.228981     1.255373       1.26799
    9.5725      1.232239     1.243206      1.247686
    9.5821      1.221471     1.258404      1.266292
    9.5917      1.221299     1.259686      1.250112
    9.6013      1.228868     1.251095      1.252406
    9.6109      1.226352     1.253113      1.248396
    9.6205      1.217365     1.254453      1.250764
    9.6301      1.228852     1.257472      1.282036
    9.6397      1.225033     1.254346      1.264722
    9.6493      1.231676     1.253801      1.263206
    9.6589      1.217951     1.257872       1.26535
    9.6685      1.220562     1.247486      1.266487
    9.6781      1.225288     1.249239       1.24933
    9.6877       1.23123      1.25769      1.250573
    9.6972      1.216123     1.243868      1.250324
    9.7068      1.224087     1.244648      1.252624
    9.7164      1.222613     1.244951      1.254748
     9.726      1.210079     1.248456      1.238427
    9.7356      1.221429     1.245955      1.265179
    9.7452      1.216947     1.247122      1.250855
    9.7548      1.197235     1.250737      1.251653
    9.7644       1.21371     1.246781      1.269354
     9.774      1.215175     1.244334      1.253152
    9.7836      1.213317     1.261058      1.229318
    9.7932      1.205758     1.250816       1.24679
    9.8028      1.213503      1.24861      1.247092
    9.8124      1.205143     1.248595      1.276209
     9.822      1.213075     1.248398      1.255158
