#     'r'     'g11(r)'     'g12(r)'     'g22(r)'
     4.803        1.6391     1.662942      1.675308
    4.8126      1.634542     1.726833      1.744211
    4.8222      1.611589     1.735288      1.602958
    4.8318      1.582446     1.676148      1.687747
    4.8414       1.59299      1.73238      1.606869
     4.851      1.577472     1.656007      1.679766
    4.8606      1.637962     1.676138      1.691542
    4.8702      1.697722     1.661487      1.662694
    4.8798      1.666111     1.686799      1.623009
    4.8894      1.576329     1.734672      1.747775
     4.899        1.6024     1.692135      1.731877
    4.9086      1.580735     1.730479      1.603077
    4.9182      1.602195     1.731981       1.81535
    4.9278      1.664159      1.75846      1.741383
    4.9374      1.716142     1.694338      1.610718
     4.947      1.666555     1.711065      1.578763
    4.9566       1.64314     1.642956      1.615965
    4.9662      1.698387     1.705608      1.755854
    4.9758      1.607999     1.664383      1.657589
    4.9854      1.646734     1.699153      1.667326
     4.995      1.647623     1.718563      1.654047
    5.0046      1.620333     1.714824      1.674204
    5.0142      1.574502     1.739443      1.699201
    5.0238      1.663185     1.739016       1.62245
    5.0334      1.692915     1.717765      1.665042
     5.043      1.621471      1.74284      1.606525
    5.0525      1.658043     1.733099       1.58026
    5.0621      1.622792     1.773808      1.722058
    5.0717      1.709012     1.733969      1.743569
    5.0813      1.681773      1.71727      1.662547
    5.0909      1.662769     1.774478      1.675709
    5.1005      1.623812     1.747757      1.690958
    5.1101      1.628871     1.710527      1.727112
    5.1197       1.69837     1.749902      1.790045
    5.1293       1.67368     1.778895      1.681597
    5.1389      1.642135     1.731351      1.750705
    5.1485      1.689555     1.697912      1.755407
    5.1581      1.633693     1.748487       1.70588
    5.1677      1.621751     1.708058      1.611723
    5.1773      1.678486     1.745968      1.753439
    5.1869      1.670159     1.740997      1.880062
    5.1965       1.64528     1.781122      1.704073
    5.2061      1.619099     1.710831      1.730723
    5.2157      1.678222     1.720468      1.665059
    5.2253       1.66673     1.802263      1.752393
    5.2349      1.650101     1.795766      1.610704
    5.2445      1.655072     1.731373      1.735846
    5.2541      1.648721     1.741988      1.778002
    5.2637      1.662605     1.742638      1.683981
    5.2733      1.675042     1.748909      1.810753
    5.2829      1.664358     1.734492      1.772204
    5.2925      1.648745     1.733601      1.715951
    5.3021      1.642478     1.746596      1.677186
    5.3117      1.649502     1.737866      1.755478
    5.3213      1.633878     1.717309        1.7439
    5.3308      1.709586     1.755465      1.808484
    5.3404      1.664303     1.708186      1.728178
      5.35       1.66562      1.81021      1.680413
    5.3596      1.680336     1.736954      1.771583
    5.3692      1.708603      1.73777      1.864472
    5.3788      1.689781     1.800046      1.651796
    5.3884      1.669017      1.77008       1.79526
     5.398      1.669555     1.763498      1.763753
    5.4076      1.613153     1.723129      1.785669
    5.4172      1.687227     1.731016      1.698256
    5.4268      1.648592     1.754032      1.752859
    5.4364      1.677653     1.768291      1.776097
     5.446      1.659038     1.750628      1.731268
    5.4556      1.670762     1.761234      1.788224
    5.4652      1.605057     1.718886      1.814892
    5.4748      1.649161     1.696033       1.76731
    5.4844      1.676715     1.686692      1.736787
     5.494      1.645889      1.71565      1.712152
    5.5036      1.614985     1.756347      1.731871
    5.5132      1.652392     1.694911      1.685948
    5.5228      1.612017     1.678652      1.732233
    5.5324      1.613706     1.687734      1.651842
     5.542      1.601801     1.725234      1.815246
    5.5516      1.659266     1.691437      1.657888
    5.5612      1.646528     1.680627      1.676587
    5.5708      1.601205     1.719113      1.736071
    5.5804      1.614316     1.692885      1.697406
      5.59      1.632718     1.722744      1.656067
    5.5995      1.600809     1.753115      1.712792
    5.6091      1.601689     1.675461      1.691299
    5.6187      1.590344     1.733665      1.741699
    5.6283      1.626568     1.665404      1.661003
    5.6379      1.615286     1.679646      1.622599
    5.6475      1.633435     1.714873      1.717171
    5.6571      1.634144     1.693652      1.670238
    5.6667      1.643907      1.68366       1.64214
    5.6763      1.663787     1.739454       1.64973
    5.6859      1.578601     1.701054      1.598514
    5.6955      1.591858     1.681004      1.684128
    5.7051      1.572208     1.690942       1.68374
    5.7147       1.63303      1.67235      1.723983
    5.7243      1.637405     1.697541      1.690624
    5.7339      1.624547     1.677819      1.664786
    5.7435      1.622412     1.708766      1.664083
    5.7531      1.607342     1.659495      1.585945
    5.7627      1.626584      1.72753      1.677478
    5.7723      1.614324     1.661138      1.673622
    5.7819      1.639632     1.687176      1.604415
    5.7915      1.596832     1.683799      1.686425
    5.8011      1.616668     1.657651      1.586336
    5.8107      1.594081     1.636562      1.715966
    5.8203       1.59515     1.650775      1.613043
    5.8299      1.611409     1.641151       1.63837
    5.8395      1.616249     1.646963      1.634667
    5.8491      1.632149     1.628149      1.678802
    5.8587       1.54312     1.676631      1.614641
    5.8683      1.577794     1.663206      1.668171
    5.8778      1.611902     1.641609      1.656767
    5.8874      1.605087     1.641032      1.579744
     5.897      1.599292     1.689956      1.666069
    5.9066       1.57102     1.661757      1.642952
    5.9162      1.618708     1.650995      1.602651
    5.9258      1.586311     1.641269       1.61799
    5.9354      1.568542     1.625529      1.712464
     5.945       1.54789     1.653754      1.648348
    5.9546      1.597664      1.63428      1.672725
    5.9642      1.603122     1.653384      1.655768
    5.9738      1.598135     1.614131      1.592744
    5.9834      1.586234     1.645182      1.689264
     5.993        1.5333     1.620554      1.669523
    6.0026      1.574839     1.578275      1.558451
    6.0122      1.538297     1.627414      1.608871
    6.0218      1.549225     1.622546      1.674737
    6.0314      1.583544     1.642146      1.633558
     6.041      1.583133     1.641463      1.704242
    6.0506      1.582327     1.645292      1.581021
    6.0602       1.57491     1.623089      1.590971
    6.0698      1.562959     1.602642      1.667307
    6.0794      1.565058      1.63098      1.644402
     6.089      1.586468     1.694343      1.664527
    6.0986      1.609961     1.619811      1.683287
    6.1082      1.548886     1.610218      1.593366
    6.1178      1.590644     1.631749      1.641867
    6.1274      1.580113     1.615482      1.736986
     6.137       1.55372     1.606271      1.667763
    6.1465      1.585149     1.627589      1.637122
    6.1561      1.563787     1.618006      1.658588
    6.1657      1.557946     1.618222      1.655235
    6.1753      1.559398     1.636292      1.678896
    6.1849      1.608379     1.637999      1.633313
    6.1945       1.57371     1.654841      1.675962
    6.2041      1.570848     1.642246      1.684752
    6.2137      1.553206     1.607206      1.732594
    6.2233      1.554686     1.638167      1.653698
    6.2329      1.563205     1.629825      1.638891
    6.2425       1.50682     1.617357      1.644719
    6.2521      1.607823     1.642439      1.613917
    6.2617      1.538232     1.683861      1.664999
    6.2713      1.557558     1.626748      1.616562
    6.2809      1.556204     1.627489       1.67775
    6.2905      1.580539     1.623608      1.655287
    6.3001      1.591266     1.592094       1.64333
    6.3097      1.560109     1.599068      1.595228
    6.3193        1.5528      1.65353      1.599842
    6.3289      1.598921     1.621336      1.613274
    6.3385      1.553147     1.630335      1.617791
    6.3481      1.541015     1.650025      1.685017
    6.3577        1.5577     1.643284      1.662101
    6.3673      1.570897     1.629898      1.712971
    6.3769      1.564346     1.643711      1.645921
    6.3865      1.555518     1.632416       1.68586
    6.3961      1.549877     1.645497      1.685559
    6.4057      1.575924     1.626399      1.715088
    6.4152      1.582938     1.610733      1.710238
    6.4248      1.561612     1.598605      1.673259
    6.4344      1.565302     1.623513       1.64727
     6.444      1.555486     1.608522      1.704083
    6.4536      1.556897     1.602784      1.714128
    6.4632      1.618032     1.605806      1.601678
    6.4728      1.572143     1.616355      1.668205
    6.4824      1.585158     1.630566      1.672526
     6.492      1.554867     1.642318      1.671929
    6.5016      1.520222     1.640036       1.67241
    6.5112      1.531436     1.621221      1.680707
    6.5208      1.563797     1.620541      1.725542
    6.5304      1.580228     1.644723       1.73979
      6.54      1.582804     1.615775      1.659523
    6.5496       1.59401     1.617223      1.734676
    6.5592        1.6151       1.6382      1.631742
    6.5688      1.605885     1.598869      1.682925
