#     'r'     'g11(r)'     'g12(r)'     'g22(r)'
     1.569             0     1.251888             0
    1.5786             0       1.6314             0
    1.5882             0     3.089356             0
    1.5978             0     13.39984             0
    1.6074             0     165.9876             0
     1.617             0     46.54743             0
    1.6266             0     3.105933             0
    1.6362             0     2.071924             0
    1.6458             0     1.410061             0
    1.6554             0     1.048882             0
     1.665             0    0.2362734             0
    1.6746             0    0.1214271             0
    1.6842             0   0.07627208             0
    1.6938             0   0.03647664             0
    1.7034             0 0.0001868746             0
     1.713             0            0             0
    1.7226             0            0             0
    1.7322             0            0             0
    1.7418             0            0             0
    1.7514             0            0             0
     1.761             0            0             0
    1.7706             0            0             0
    1.7801             0            0             0
    1.7897             0            0             0
    1.7993             0            0             0
    1.8089             0            0             0
    1.8185             0            0             0
    1.8281             0            0             0
    1.8377             0            0             0
    1.8473             0            0             0
    1.8569             0            0             0
    1.8665             0            0             0
    1.8761             0            0             0
    1.8857             0            0             0
    1.8953             0            0             0
    1.9049             0            0             0
    1.9145             0            0             0
    1.9241             0            0             0
    1.9337             0            0             0
    1.9433             0            0             0
    1.9529             0            0             0
    1.9625             0            0             0
    1.9721             0            0             0
    1.9817             0            0             0
    1.9913             0            0             0
    2.0009             0            0             0
    2.0105             0            0             0
    2.0201             0            0             0
    2.0297             0            0             0
    2.0393             0            0             0
    2.0488             0            0             0
    2.0584             0            0             0
     2.068             0            0             0
    2.0776             0            0             0
    2.0872             0            0             0
    2.0968             0            0             0
    2.1064             0            0             0
     2.116             0            0             0
    2.1256             0            0             0
    2.1352             0            0             0
    2.1448             0            0             0
    2.1544             0            0             0
     2.164             0            0             0
    2.1736             0            0             0
    2.1832             0            0             0
    2.1928             0            0             0
    2.2024             0            0             0
     2.212             0            0             0
    2.2216             0            0             0
    2.2312             0            0             0
    2.2408             0            0             0
    2.2504             0            0             0
      2.26             0            0             0
    2.2696             0            0             0
    2.2792             0            0             0
    2.2888             0            0             0
    2.2984             0            0             0
     2.308             0            0             0
    2.3176             0            0             0
    2.3271             0            0             0
    2.3367             0            0             0
    2.3463             0            0             0
    2.3559             0            0             0
    2.3655             0            0             0
    2.3751             0            0             0
    2.3847             0            0             0
    2.3943             0            0             0
    2.4039             0            0             0
    2.4135             0            0             0
    2.4231             0            0             0
    2.4327             0            0             0
    2.4423             0            0             0
    2.4519             0            0             0
    2.4615             0            0             0
    2.4711             0            0             0
    2.4807             0            0             0
    2.4903             0            0             0
    2.4999             0            0             0
    2.5095  0.0008624995            0             0
    2.5191    0.03124183            0             0
    2.5287    0.04884373            0             0
    2.5383    0.05252172            0             0
    2.5479    0.07287715            0             0
    2.5575      0.172067            0             0
    2.5671     0.4403924            0             0
    2.5767     0.7752446            0             0
    2.5863      1.046088            0             0
    2.5958      1.416007            0             0
    2.6054        12.659            0             0
     2.615       34.0012            0             0
    2.6246      25.51661            0             0
    2.6342      25.67341            0             0
    2.6438      24.14032            0             0
    2.6534      6.738527            0             0
     2.663      1.555175            0             0
    2.6726     0.9017787            0             0
    2.6822      0.473074            0             0
    2.6918    0.08710492            0             0
    2.7014    0.08857119            0             0
     2.711     0.0642961            0             0
    2.7206    0.04050748            0             0
    2.7302   0.007286816            0             0
    2.7398             0            0             0
    2.7494             0            0             0
     2.759             0            0             0
    2.7686             0            0             0
    2.7782             0            0             0
    2.7878             0            0             0
    2.7974             0            0             0
     2.807             0            0             0
    2.8166             0            0             0
    2.8262             0            0             0
    2.8358             0            0             0
    2.8454             0            0             0
     2.855             0            0             0
    2.8646             0            0             0
    2.8741             0            0             0
    2.8837             0            0             0
    2.8933             0            0             0
    2.9029             0            0             0
    2.9125             0            0             0
    2.9221             0            0             0
    2.9317             0            0             0
    2.9413             0            0             0
    2.9509             0            0             0
    2.9605             0            0    0.01638898
    2.9701             0            0    0.04292856
    2.9797             0            0    0.07108748
    2.9893             0            0     0.1049735
    2.9989             0            0      0.154881
    3.0085             0            0     0.4511034
    3.0181             0            0      1.183438
    3.0277             0            0      2.331952
    3.0373             0            0      3.458636
    3.0469             0            0      29.43436
    3.0565             0            0      53.47121
    3.0661             0            0      34.80391
    3.0757             0            0      3.570245
    3.0853             0            0      2.719013
    3.0949             0            0      1.348135
    3.1045             0            0     0.5406223
    3.1141             0            0     0.1817917
    3.1237             0            0     0.1231276
    3.1333             0            0    0.07271531
    3.1428             0            0    0.04406825
    3.1524             0            0     0.0124831
     3.162             0            0             0
    3.1716             0            0             0
    3.1812             0            0             0
    3.1908             0            0             0
    3.2004             0            0             0
      3.21             0            0             0
    3.2196             0            0             0
    3.2292             0            0             0
    3.2388             0            0             0
    3.2484             0            0             0
     3.258             0            0             0
    3.2676    0.05834876            0             0
    3.2772     0.1865142            0             0
    3.2868     0.1958343            0             0
    3.2964     0.2161897            0             0
     3.306     0.3374875            0             0
    3.3156      3.223989            0             0
    3.3252      5.051349            0             0
    3.3348      3.907404            0             0
    3.3444     0.4538608            0             0
     3.354     0.3433997            0             0
    3.3636     0.5004982            0             0
    3.3732     0.5563228            0             0
    3.3828     0.5125398            0             0
    3.3924      6.827286            0             0
     3.402      9.783372            0             0
    3.4116      7.472084 0.0006988113             0
    3.4211     0.5463031  0.004632642             0
    3.4307     0.3836723   0.01884166             0
    3.4403     0.2781432   0.04608584             0
    3.4499     0.1707231   0.04414422             0
    3.4595     0.1234868   0.05903122             0
    3.4691    0.04107024    0.1899017             0
    3.4787  4.488347e-05    0.3903012             0
    3.4883    0.02160424    0.7247581             0
    3.4979    0.04732217     1.016812             0
    3.5075    0.05496637     5.206173             0
    3.5171     0.1169738      16.2104             0
    3.5267     0.2591842     17.27111             0
    3.5363     0.5630754     6.665221             0
    3.5459      1.105937     1.070941             0
    3.5555       4.64743     0.619568             0
    3.5651       5.41377    0.3662013             0
    3.5747      9.677462    0.3806591             0
    3.5843      8.374981    0.4443793             0
    3.5939      4.499228    0.7077857             0
    3.6035      0.929535     1.067765             0
    3.6131     0.4305137     7.639847             0
    3.6227     0.3623471     7.827817             0
    3.6323     0.1596535     4.527883             0
    3.6419     0.0294038    0.7296488             0
    3.6515    0.01490988    0.6222813             0
    3.6611   0.006281236    0.1928835             0
    3.6707             0   0.07046463             0
    3.6803             0    0.0186153             0
    3.6898             0   0.01577068             0
    3.6994             0   0.01251948             0
     3.709             0            0             0
    3.7186             0            0             0
    3.7282             0            0             0
    3.7378             0            0             0
    3.7474             0            0             0
     3.757             0            0             0
    3.7666             0            0             0
    3.7762             0            0             0
    3.7858             0            0             0
    3.7954             0 3.764046e-05             0
     3.805             0  0.001572935             0
    3.8146             0  0.001825869             0
    3.8242             0   0.01115983             0
    3.8338             0   0.01457174             0
    3.8434             0   0.01648121             0
     3.853             0    0.1153789             0
    3.8626             0    0.3112018             0
    3.8722             0    0.4613275             0
    3.8818             0     2.202624             0
    3.8914             0     6.711028             0
     3.901             0     6.689203             0
    3.9106             0     2.977119             0
    3.9202             0    0.5264556             0
    3.9298             0    0.3729815             0
    3.9394             0    0.1944755             0
     3.949             0    0.2516325             0
    3.9585             0    0.3997558             0
    3.9681             0    0.6077388             0
    3.9777             0     4.750443             0
    3.9873             0     5.816274             0
    3.9969             0     5.797814             0
    4.0065             0     1.066712             0
    4.0161   0.006735063    0.4855281             0
    4.0257    0.01196484      0.32075             0
    4.0353    0.06310906   0.04821526             0
    4.0449     0.2698637   0.04566695             0
    4.0545      0.284216   0.09713591             0
    4.0641     0.3140502    0.2640664             0
    4.0737      2.141006    0.2841594             0
    4.0833      5.909364    0.3385969             0
    4.0929      5.874811     1.590444             0
    4.1025      2.838513     5.732698             0
    4.1121     0.3302771     5.801785             0
    4.1217     0.3557257     3.385273             0
    4.1313     0.3581485    0.5430251             0
    4.1409     0.1587323    0.6244986             0
    4.1505     0.1783994    0.9824203             0
    4.1601     0.3246481     1.377108             0
    4.1697     0.4980106     3.379632             0
    4.1793      4.784919     10.56506             0
    4.1889       5.07898     15.52673             0
    4.1985      5.097325     13.55453             0
    4.2081     0.8981509     5.124911             0
    4.2177     0.3446992     1.068544             0
    4.2273     0.1777839    0.6822889             0
    4.2368    0.08360304    0.5268449             0
    4.2464    0.08283402    0.2503559             0
     4.256    0.03154504      0.13096             0
    4.2656    0.02456738   0.01489959    0.00287069
    4.2752    0.01337272   0.01207388   0.005834709
    4.2848    0.00218923 0.0005906565    0.03224367
    4.2944             0            0    0.06691377
     4.304             0 0.0001170801    0.06332605
    4.3136             0  0.001515277     0.0870226
    4.3232             0  0.007223667     0.6373154
    4.3328             0    0.1111681      1.190157
    4.3424             0    0.2637968      1.703831
     4.352             0    0.2836764      7.213922
    4.3616             0     0.307711      19.64669
    4.3712             0    0.7861082      23.85837
    4.3808             0     4.360558      22.69384
    4.3904             0     4.891959      11.36201
       4.4             0     3.789567      6.781903
    4.4096             0    0.4725739      1.730442
    4.4192             0    0.2812814     0.5363832
    4.4288             0    0.3257873     0.2791809
    4.4384             0    0.3023877      0.223065
     4.448   0.001564869   0.07248934     0.1460889
    4.4576    0.01309383   0.07752607   0.007886415
    4.4672     0.0184541    0.1097988   0.004689728
    4.4768    0.07534321    0.3479791   0.002497716
    4.4864     0.1578144    0.7041369             0
     4.496     0.2271941     3.960343             0
    4.5055     0.4511168     3.906844             0
    4.5151      3.669889     4.110183             0
    4.5247      4.224391     1.369252             0
    4.5343      4.241348    0.4559996             0
    4.5439      1.559842    0.1331948             0
    4.5535     0.2707327   0.09113356             0
    4.5631     0.2196411   0.02770694             0
    4.5727    0.08631915   0.02268978             0
    4.5823     0.0338348   0.04945042             0
    4.5919    0.01380713    0.0536669             0
    4.6015   0.002693486     0.137411             0
    4.6111             0    0.2294091             0
    4.6207             0    0.3233599             0
    4.6303   0.001114707      1.45022             0
    4.6399   0.008729427     3.978896             0
    4.6495   0.007939664     3.991308             0
    4.6591    0.02870037     3.189003             0
    4.6687     0.1196877    0.4096596             0
    4.6783     0.1301664    0.3046477             0
    4.6879     0.2071178    0.2165534             0
    4.6975       1.45587   0.07202088             0
    4.7071      1.919615   0.05772951             0
    4.7167      2.229621  0.008506019             0
    4.7263      1.474637            0             0
    4.7359      2.549031            0             0
    4.7455      3.673656            0             0
    4.7551      3.671622            0   0.001347595
    4.7647      2.459128            0   0.003643038
    4.7743      0.516816            0   0.004392282
    4.7838     0.3037012            0     0.0170232
    4.7934    0.05056412            0    0.08884857
     4.803     0.0339751            0     0.1545341
    4.8126    0.03140084            0     0.1831422
    4.8222    0.03615775            0     0.5310504
    4.8318    0.04485498            0     0.7636767
    4.8414    0.02653296            0      3.668346
     4.851     0.0645584            0       7.02709
    4.8606      0.396191            0      7.590236
    4.8702     0.5945459            0      6.681857
    4.8798     0.6883073            0      2.288423
    4.8894     0.7659016            0      2.080345
     4.899      7.508392            0      15.23025
    4.9086      9.735502 0.0007876345      19.62895
    4.9182      10.07574  0.008921612      20.16957
    4.9278      6.804932   0.01795243      13.34856
    4.9374      1.108094    0.2063851      1.400961
     4.947      2.733385    0.2091745       1.42897
    4.9566      3.899101    0.2491952      1.294723
    4.9662      3.567661    0.7238355      0.676057
    4.9758      2.788416     3.027785    0.08315956
    4.9854     0.7056885     3.414174    0.05297889
     4.995     0.8901809     2.955381     0.0565265
    5.0046      1.692432     1.018005     0.0132954
    5.0142      1.520237     0.236194             0
    5.0238      1.517986     0.268163             0
    5.0334     0.3668916    0.2377349             0
     5.043     0.1706918   0.07310886             0
    5.0525    0.09789446   0.09725723             0
    5.0621    0.04489352    0.1866258             0
    5.0717    0.04812347     0.254639             0
    5.0813    0.06361397     1.127209             0
    5.0909    0.05580884     2.868946             0
    5.1005     0.1620368      3.24451             0
    5.1101     0.3529137     2.694302             0
    5.1197       1.29107    0.8700584             0
    5.1293      2.945515     0.241329             0
    5.1389      2.971525    0.1927124             0
    5.1485      2.819849   0.06997802             0
    5.1581      1.073024   0.05830542             0
    5.1677      1.068168   0.02678067             0
    5.1773      3.138024    0.0541721             0
    5.1869      2.851935   0.07745099             0
    5.1965      3.314943    0.1803734             0
    5.2061      2.748861    0.2245813             0
    5.2157        3.1538    0.2990185             0
    5.2253      2.747245     2.121413             0
    5.2349      2.693656     2.647746             0
    5.2445     0.9473295     2.791753             0
    5.2541     0.3005099     2.080059             0
    5.2637     0.1033534    0.3265675             0
    5.2733    0.04396861    0.2389604             0
    5.2829    0.02621535    0.1818289  0.0009358046
    5.2925    0.01768506   0.07826376    0.01289839
    5.3021   0.003729026   0.04299258    0.01416789
    5.3117    0.00165564   0.01270323    0.02237079
    5.3213   0.001668856  0.008578728    0.03866193
    5.3308   0.001070342 0.0008204429    0.04725368
    5.3404  3.808924e-05            0     0.1278976
      5.35     0.1161923            0     0.4448204
    5.3596     0.2099218            0      1.316579
    5.3692       0.23619            0      5.308434
    5.3788      0.252601            0      5.519173
    5.3884      1.656632            0      8.665616
     5.398       2.41443            0      8.782722
    5.4076      2.331923            0      5.431462
    5.4172      2.259888            0      4.686397
    5.4268     0.5600846            0      1.161067
    5.4364     0.2494105            0     0.5263111
     5.446     0.2551801            0     0.5362723
    5.4556     0.2023279            0     0.4211189
    5.4652    0.02167661            0    0.01683229
    5.4748     0.1998607            0   0.009294313
    5.4844     0.2462031            0             0
     5.494     0.3318457            0             0
    5.5036      1.947214            0             0
    5.5132      2.492961            0             0
    5.5228      2.592434            0             0
    5.5324      2.106858            0             0
     5.542     0.8777113            0             0
    5.5516      2.595488  0.001600968             0
    5.5612      4.511219  0.008398015             0
    5.5708      5.185146   0.01415235             0
    5.5804      4.315516   0.04793523             0
      5.59       1.96618   0.06947847             0
    5.5995     0.4730368    0.1481132             0
    5.6091     0.2668276    0.2295359             0
    5.6187     0.1438319    0.3794451             0
    5.6283    0.09526401     1.871865             0
    5.6379    0.02670828     2.334461             0
    5.6475   0.007629354      3.07072             0
    5.6571   0.002664616     4.187553             0
    5.6667  0.0001860611     2.664835             0
    5.6763             0     2.608309   0.002904541
    5.6859             0     1.360418    0.01245414
    5.6955             0    0.2672395    0.01221092
    5.7051             0    0.1163619    0.03055843
    5.7147             0   0.08258293    0.05131517
    5.7243             0   0.06918426    0.08986602
    5.7339             0   0.03867364     0.1413321
    5.7435             0   0.04084568      0.211983
    5.7531             0   0.04469038        2.0451
    5.7627             0    0.2430035      4.363448
    5.7723             0    0.9438539       3.88851
    5.7819             0     2.109134      4.340322
    5.7915             0        1.929      2.793751
    5.8011             0     2.099342     0.4364811
    5.8107             0      1.43547     0.1494827
    5.8203             0    0.4850819     0.1098634
    5.8299             0    0.4675008    0.05974584
    5.8395  0.0005256485     1.701687    0.03829558
    5.8491   0.005683793     2.141004    0.01246887
    5.8587    0.00754831     2.426541    0.01318896
    5.8683    0.01424287     2.296616  0.0008848175
    5.8778    0.02389649     2.655721             0
    5.8874    0.06651985     2.813808             0
     5.897     0.1095062     4.059899             0
    5.9066     0.2258988     3.595953             0
    5.9162      1.447211     2.455786             0
    5.9258      1.994667     1.837041             0
    5.9354      2.288345     0.377235             0
     5.945      1.896899    0.3561509             0
    5.9546     0.8980989    0.4412355             0
    5.9642     0.8206204    0.6145911             0
    5.9738      1.976512      3.11753             0
    5.9834      2.226181     3.775669             0
     5.993      3.395611     4.204442             0
    6.0026      3.805663     3.342574             0
    6.0122      2.953221     1.254942             0
    6.0218      3.147797    0.5846818             0
    6.0314      2.240667     1.700175             0
     6.041      1.123288     1.936931             0
    6.0506       1.62466     1.942122             0
    6.0602      1.888645     1.676575             0
    6.0698      1.645981    0.6850002             0
    6.0794      1.747616    0.1962811             0
     6.089     0.9500125    0.1608416             0
    6.0986     0.2635436   0.06120112             0
    6.1082      0.125695    0.0218429             0
    6.1178    0.07665504   0.01603745             0
    6.1274    0.07304429   0.01413868             0
     6.137   0.009201153  0.002289096             0
    6.1465    0.00606704 0.0007462994             0
    6.1561  0.0002293134  0.003405114             0
    6.1657             0   0.01663031             0
    6.1753             0    0.1441889             0
    6.1849             0    0.1982562             0
    6.1945             0    0.2347913             0
    6.2041             0     1.018134             0
    6.2137             0     1.572257             0
    6.2233             0     1.632638             0
    6.2329             0     1.572541             0
    6.2425             0     1.068112             0
    6.2521             0    0.2552747             0
    6.2617             0    0.2518377             0
    6.2713             0    0.1771853             0
    6.2809   0.002863827    0.2190735             0
    6.2905    0.01098114    0.8660174             0
    6.3001    0.01840583     1.656778             0
    6.3097    0.02081928     1.629283             0
    6.3193    0.02652319     1.724137             0
    6.3289    0.08612222     1.267701             0
    6.3385     0.4269964    0.3267901             0
    6.3481     0.7808795    0.1573445             0
    6.3577     0.8556976    0.2177316             0
    6.3673     0.8273972    0.3980949             0
    6.3769     0.6114621     1.119903             0
    6.3865     0.1475125     2.710597             0
    6.3961    0.08246391     3.218382             0
    6.4057     0.1496082     3.064815             0
    6.4152     0.3555474     2.631845             0
    6.4248     0.4063168     1.071897             0
    6.4344      2.133919    0.3121778             0
     6.444      2.826751    0.2706272             0
    6.4536      3.518233    0.1697232             0
    6.4632      2.801354    0.1166118             0
    6.4728      1.865143    0.1274607             0
    6.4824     0.4274638    0.2670446             0
     6.492     0.3225987      1.20273             0
    6.5016     0.1022044     1.550928   0.003758572
    6.5112    0.03958781     2.511559     0.0319821
    6.5208    0.03179426     2.866806    0.04842068
    6.5304    0.01187032     2.292194     0.2168448
      6.54   0.001892157     1.766996     0.2196691
    6.5496   0.001202876     1.393508     0.4238964
    6.5592  2.524967e-05    0.4714246     0.9999594
    6.5688             0    0.1772954      4.968503
    6.5784  0.0001004102    0.1678074      5.336895
     6.588   0.001013693    0.5238443       6.76662
    6.5976   0.001397576     1.651122      5.238889
    6.6072   0.007104457     3.069312      3.292888
    6.6168    0.01099178      3.50014     0.6175066
    6.6264    0.02032417     4.244193     0.3044891
     6.636    0.04024717     4.047872     0.2448939
    6.6456     0.1233694     3.556105     0.1243851
    6.6552     0.1833251     2.879239    0.03960598
    6.6648     0.9119334     2.296719    0.02077495
    6.6744      1.293671     1.414469   0.000537424
     6.684      1.636728    0.6230814             0
    6.6935      1.330209      0.45269             0
    6.7031      1.093701     1.299929             0
    6.7127     0.3144378     1.462932             0
    6.7223     0.3406807     1.476024             0
    6.7319      1.189633     1.394349             0
    6.7415      1.999991    0.8307503             0
    6.7511      2.503555    0.1206069             0
    6.7607      3.092607   0.08267163             0
    6.7703      2.630167   0.06718965             0
    6.7799      1.350617   0.02889947             0
    6.7895      1.767378  0.009962735             0
    6.7991      1.621538  0.006509705             0
    6.8087      1.554369  0.002584851             0
    6.8183      1.419901 0.0001166326  0.0006554182
    6.8279     0.8241489            0    0.01666622
    6.8375     0.1468172            0    0.04925321
    6.8471     0.1549329            0    0.08114693
    6.8567     0.2056219            0     0.2366029
    6.8663     0.3771686            0     0.2525147
    6.8759      1.520079  0.001032187      0.615163
    6.8855      1.808483  0.001829887      2.250524
    6.8951      2.268168  0.005713895      4.514438
    6.9047      1.750285   0.01044069      5.305459
    6.9143      1.243911   0.01501648      5.522374
    6.9239     0.3124815   0.02438508      4.166717
    6.9335     0.1475153     0.165723      2.063244
    6.9431      0.116573    0.3011959     0.5809234
    6.9527     0.1388028     1.036943     0.2618132
    6.9622     0.5777063     1.226484     0.2285846
    6.9718     0.7273874     1.334316    0.06528373
    6.9814     0.7637909     1.172426    0.04434063
     6.991     0.9903408    0.7533727   0.005299153
    7.0006      1.730767    0.2307762   0.001110217
    7.0102      2.127162    0.1008669             0
    7.0198      2.555476   0.02338182             0
    7.0294       2.82885   0.01216926             0
     7.039      2.201365  0.009028212             0
    7.0486      1.548751  0.002259097             0
    7.0582     0.9236401  0.001197224             0
    7.0678      1.024994            0             0
    7.0774      1.205812            0             0
     7.087       1.53787            0             0
    7.0966      1.346828 0.0007105844             0
    7.1062      1.284917  0.007537634             0
    7.1158     0.9677732   0.02493993             0
    7.1254     0.4378122   0.05870578             0
     7.135     0.1841222   0.06211602             0
    7.1446    0.06629203    0.1217847             0
    7.1542    0.04041144    0.4765208             0
    7.1638    0.01860638     1.092141             0
    7.1734   0.009689982     1.076302             0
     7.183   0.002558146     1.047376   0.001138935
    7.1926  0.0003149783     1.102072   0.003197341
    7.2022   0.002806313    0.7281447    0.01393014
    7.2118   0.005869229    0.2097891    0.03464902
    7.2214    0.01549861    0.3973981    0.06068342
     7.231     0.0841644     1.085974     0.2539113
    7.2405    0.09261326     1.219661     0.4200025
    7.2501     0.1151426     1.345468     0.4978088
    7.2597     0.1918954     1.201883      1.120012
    7.2693     0.2297388     0.919371      4.111428
    7.2789      2.710133      1.04834      10.08309
    7.2885      6.321984      1.19351      17.63013
    7.2981        6.5983     1.545229        17.908
    7.3077      7.242217     1.933467      17.58472
    7.3173      6.409314     1.879396      13.29307
    7.3269      4.283508      1.51297       8.67922
    7.3365     0.4661582     1.988678      1.093135
    7.3461      0.340679     2.004434     0.4700865
    7.3557     0.9897677      1.50127     0.3419111
    7.3653      1.437085     1.274477     0.2266785
    7.3749       2.26285    0.9709901     0.1989983
    7.3845      2.348022    0.2814552    0.04813364
    7.3941      2.183621    0.1240681    0.01146478
    7.4037      2.167856    0.1339155   0.006471939
    7.4133       1.89081    0.1511802             0
    7.4229      1.566372    0.3367499             0
    7.4325       1.47785     1.552727             0
    7.4421      1.917301     2.019489             0
    7.4517      1.817737     2.339226             0
    7.4613      1.723332     2.499256             0
    7.4709      1.686569     2.742984  0.0001949716
    7.4805      1.630547     1.838469   0.003111547
    7.4901      1.482945     1.163996   0.005004521
    7.4997      1.180778     1.153654    0.01756777
    7.5092      1.297916    0.7761093    0.03330894
    7.5188      1.024491    0.3050845    0.09809346
    7.5284     0.8305592    0.8179529     0.1706502
     7.538     0.3520084    0.9424605     0.3441473
    7.5476     0.8155568     1.380221     0.6468121
    7.5572      1.038048     0.965079      2.718557
    7.5668      1.213513    0.8808981      5.635322
    7.5764      1.127466     1.014793      8.354331
     7.586     0.7828597     1.128033      9.724584
    7.5956     0.3073483     1.284146      10.52505
    7.6052     0.3789014     1.903827      8.663876
    7.6148     0.5247307     2.470671       6.52765
    7.6244     0.5554685     2.690244       4.77231
     7.634     0.5629829     2.880263      3.579529
    7.6436     0.4563217     2.787505      2.047693
    7.6532     0.3323141     2.239927     0.8391487
    7.6628     0.3155071     1.664156     0.3414466
    7.6724     0.7892133     1.109144    0.07568321
     7.682     0.9860783     1.272312    0.04200681
    7.6916      1.450801     1.146005   0.002575192
    7.7012       1.03545     1.330368             0
    7.7108      1.146986     1.879023             0
    7.7204      1.460987     2.267261             0
      7.73      1.493532     2.484112             0
    7.7396      1.523934     2.355021             0
    7.7492      1.842623     1.694636             0
    7.7588      1.965388     1.063692             0
    7.7684      1.414787    0.4836404             0
     7.778      1.113037     0.168984             0
    7.7875      1.153017   0.07498556             0
    7.7971     0.7565307   0.04304162             0
    7.8067     0.6822866   0.02952842             0
    7.8163     0.8348871   0.01524716             0
    7.8259      1.160278   0.02323964             0
    7.8355      1.244695   0.06236823             0
    7.8451       1.59182    0.1335674             0
    7.8547      0.916351    0.4217825             0
    7.8643     0.7712379    0.7395388             0
    7.8739     0.6059695    0.8447837             0
    7.8835     0.5037721      1.22564             0
    7.8931     0.5966879     1.071444             0
    7.9027     0.4398221     1.328836             0
    7.9123     0.3584071    0.9806821             0
    7.9219     0.1833395      1.53875             0
    7.9315    0.04032124     1.290789             0
    7.9411    0.03267864     1.484641             0
    7.9507    0.01570702     1.219701             0
    7.9603    0.01008896     1.029743             0
    7.9699   0.009466099    0.9111372             0
    7.9795     0.0123608    0.5699174             0
    7.9891    0.05180093    0.1407504             0
    7.9987     0.1035741    0.3052167             0
    8.0083     0.3316004    0.8226454             0
    8.0179     0.7123003     0.923805             0
    8.0275     0.8381612     1.100737             0
    8.0371     0.9056006     1.550548             0
    8.0467     0.8561126     1.433349             0
    8.0562      0.658538     1.385842             0
    8.0658     0.3399072     0.787506             0
