   4.0664335725223677E-009  -1.8803543340681536E-021  -3.4966764185475029E-017  -2.4063679943894749E-004   2.7057344608037286E-004
   2.1264327251309692E-008  -2.0105063579675979E-016  -3.7387050110047603E-012  -25.729289765630003        28.930166181225484     
   5.1551885872080734E-008  -9.8959119090564680E-014  -1.8402277265241738E-009  -12664.211878476741        14239.715030455323     
   9.3841459096358730E-008  -6.5540112466658011E-012  -1.2187733002178294E-007  -838744.19906400528        943088.95750688412     
   1.4660546635279336E-007  -1.4886584472364420E-010  -2.7682851010646488E-006  -19050984.046485931        21421039.577895951     
   2.0793709342294071E-007  -1.7189676476783910E-009  -3.1965643543783513E-005  -219983470.97777990        247350720.92862079     
   2.7561973031319599E-007  -1.2357085276443600E-008  -2.2979035336727544E-004  -1581387825.3915055        1778121860.4276083     
   3.4720718378538059E-007  -6.2210663797302725E-008  -1.1568594128298527E-003  -7961358535.4241705        8951798808.1354847     
   4.2011211633685428E-007  -2.3621113656821828E-007  -4.3925439799925277E-003  -30228925934.739262        33989583806.552856     
   4.9169956980903887E-007  -7.1062865861213092E-007  -1.3214735265013189E-002  -90942118142.195648        102255857611.77498     
   5.5938220669929413E-007  -1.7526873600750645E-006  -3.2592689845862971E-002  -224298723439.57642        252202816418.65961     
   6.2071383376944149E-007  -3.6306458811586593E-006  -6.7514901881700159E-002  -464628920682.21808        522431517169.04260     
   6.7347784102587619E-007  -6.4269821945129683E-006 -0.11951511837323549       -822487760587.49377        924810121560.60046     
   7.1576741425015419E-007  -9.8434509281069393E-006 -0.18304721676033603       -1259707536956.2434        1416422634120.6201     
   7.4605497287092518E-007  -1.3156480501286376E-005 -0.24465577729915600       -1683689771842.6104        1893150776439.3840     
   7.6325286654971250E-007  -1.5432028904569656E-005 -0.28697150629162410       -1974901207269.1470        2220590643513.2520     
   7.9578433512989134E-007  -2.0668626672099283E-005 -0.38435042895188903       -2645050499823.1035        2974110487099.1479     
   9.1616959088140282E-007  -5.5408123134289693E-005  -1.0303604543671567       -7090808935986.0215        7972947491101.6641     
   1.1281825012268003E-006  -2.3780290845665369E-004  -4.4221365702098847       -30432605685880.480        34218514668456.934     
   1.4242095137967458E-006  -1.2089057155217047E-003  -22.480101866680698       -154706996234442.03        173947646247125.06     
   1.7935575645917883E-006  -5.9557501300668185E-003  -110.74051749377463       -762143191957074.25        856826161585530.50     
   2.2228789540828199E-006  -2.5691470586621769E-002  -477.61994396217619       -3287394104195450.0        3694839285523785.0     
   2.6966574123146067E-006  -9.3587952848433562E-002  -1739.3796895652174       -11973601258775700.        13452217263012992.     
   3.1977695866198991E-006 -0.28692675148391655       -5330.7765580285532       -36702903359442888.        41213729489995864.     
   3.7081041144802148E-006 -0.74756069511704604       -13883.038513388732       -95606530397774464.        1.0729083329584360E+017
   4.2092162887855071E-006  -1.6773000194157965       -31135.206262940959       -2.1446476313770458E+017   2.4051453015473453E+017
   4.6829947470172934E-006  -3.2833263500536152       -60919.090637655798       -4.1972143335914125E+017   4.7038116987535891E+017
   5.1123161365083251E-006  -5.6715343187100213       -105182.90502765620       -7.2485798183794253E+017   8.1181119437968166E+017
   5.4816641873033676E-006  -8.7267481443905961       -161778.40700035257       -1.1151132569375932E+018   1.2481338500694354E+018
   5.7776911998733135E-006  -12.050100384489273       -223311.65417310185       -1.5395207258982979E+018   1.7223068583774863E+018
   5.9897041102187110E-006  -15.014859281909018       -278184.64980822563       -1.9180646285758566E+018   2.1450024376257485E+018
   6.1100893659702225E-006  -16.947201134216829       -313940.14819503081       -2.1647578373602629E+018   2.4203654286829332E+018
   6.2158166388558042E-006  -18.807259497338379       -348351.99852829805       -2.4022023822801469E+018   2.6853351138967378E+018
   6.5425766187527636E-006  -25.635038710602430       -474623.25026199821       -3.2736456384851226E+018   3.6572805722135153E+018
   7.1180402325474125E-006  -42.489367311209875       -786077.82254373271       -5.4239758552576020E+018   6.0528149061524582E+018
   7.9215421238086953E-006  -80.010736257098245       -1478548.6208240679       -1.0208077344211485E+019   1.1372272323234017E+019
   8.9240582616809526E-006  -160.08514784626860       -2953602.4989727214       -2.0408621119568777E+019   2.2682976018218795E+019
   1.0089359176013751E-005  -322.46234937690025       -5937284.4464332573       -4.1068519650768732E+019   4.5506161034273972E+019
   1.1375329276928601E-005  -629.86116691030088       -11567798.401353844       -8.0119932877398704E+019   8.8441958825308570E+019
   1.2735490892900108E-005  -1165.8808698793782       -21348165.093074378       -1.4808841334808379E+020   1.6274051804659312E+020
   1.4120684611378108E-005  -2020.0771606183785       -36864940.050139278       -2.5617029056557777E+020   2.8009810654169612E+020
   1.5480846227349615E-005  -3259.2326424778353       -59264350.635268018       -4.1259069388734995E+020   4.4868054877738107E+020
   1.6766816328264465E-005  -4891.8481864350360       -88623382.330604658       -6.1816460449160980E+020   6.6848838784012635E+020
   1.7932117242597264E-005  -6839.5069339872598       -123465449.60700248       -8.6279404639589761E+020   9.2796359251034112E+020
   1.8934633380469521E-005  -8929.2449109592380       -160664142.31840596       -1.1246454027920055E+021   1.2035791191593777E+021
   1.9738135271730804E-005  -10914.339412887008       -195845195.14831895       -1.3728621894353494E+021   1.4630605535749362E+021
   2.0313598885525454E-005  -12520.403106046946       -224208827.86356258       -1.5733473961302274E+021   1.6714919035010409E+021
   2.0640358865422410E-005  -13504.728408885278       -241550985.37564659       -1.6960812421158118E+021   1.7986131321298412E+021
   2.0868079145483669E-005  -14222.794112131809       -254183086.64106023       -1.7855514279911668E+021   1.8910621912935972E+021
   2.1504401211598798E-005  -16373.947831360145       -291933962.38441461       -2.0532723053916649E+021   2.1666357839959116E+021
   2.2625040880567324E-005  -20709.285543093465       -367624906.00702024       -2.5915045928797628E+021   2.7161456606171407E+021
   2.4189755089865612E-005  -28028.763472739382       -494351725.71349108       -3.4966143466562844E+021   3.6279144625105661E+021
   2.6142023358353695E-005  -39438.955378681720       -689564098.15622449       -4.8996362880516610E+021   5.0141636333562726E+021
   2.8411293559949146E-005  -56195.359913736960       -971740947.70759010       -6.9447291419159198E+021   6.9825398982841310E+021
   3.0915551124888589E-005  -79406.161235451757       -1354844605.8099008       -9.7510695887573573E+021   9.5931381943981992E+021
   3.3564286903359420E-005  -109644.45213401549       -1841859158.2897909       -1.3365671806164556E+022   1.2814228624922496E+022
   3.6261769407763952E-005  -146592.26058406482       -2419974565.4354815       -1.7723877493577481E+022   1.6498301937574744E+022
   3.8910505186234783E-005  -188860.48173105434       -3059886600.8521566       -2.2635336890090179E+022   2.0395757577037437E+022
   4.1414762751174227E-005  -234068.34440220360       -3719973020.2551517       -2.7803562615794953E+022   2.4206126181771997E+022
   4.3684032952769674E-005  -279158.45810294372       -4353792908.3108501       -3.2872212576747896E+022   2.7646830902890310E+022
   4.5636301221257757E-005  -320835.74587837327       -4917947327.8070688       -3.7480647495985876E+022   3.0510615313277610E+022
   4.7201015430556048E-005  -355996.97501459369       -5377616449.1712151       -4.1310766387631927E+022   3.2690074119967196E+022
   4.8321655099524574E-005  -382058.79877316806       -5708622674.7480288       -4.4115061732568300E+022   3.4164994127058231E+022
   4.8957977165639703E-005  -397161.12758252834       -5896617749.2576475       -4.5726430519393396E+022   3.4964566960152611E+022
   4.9356487655746885E-005  -406725.74987400725       -6014219917.8869104       -4.6741706848975672E+022   3.5449921446076555E+022
   5.0405559170152919E-005  -432276.01540837472       -6322780653.6370211       -4.9433717772363797E+022   3.6665981020555165E+022
   5.2253100246019950E-005  -478466.34154705436       -6859638793.4665766       -5.4224649932168520E+022   3.8563647446214364E+022
   5.4832764212700906E-005  -545087.36667115637       -7585021645.9577341       -6.0956636557208881E+022   4.0602337585774518E+022
   5.8051368655343418E-005  -630719.35426904506       -8428275447.7294645       -6.9281975833554537E+022   4.1960998226813876E+022
   6.1792597906622400E-005  -732103.45781822572       -9287117407.8496342       -7.8618430854486653E+022   4.1615748392254408E+022
   6.5921238756927973E-005  -844017.47159982380       -10040478158.227617       -8.8185301007493633E+022   3.8547508955593627E+022
   7.0288073418731234E-005  -959837.68894726469       -10574294017.025217       -9.7131653410818535E+022   3.2040268055798706E+022
   7.4735274304371123E-005  -1072629.1579776839       -10811236974.231853       -1.0471669930263545E+023   2.1953833564134126E+022
   7.9102108966174384E-005  -1176341.7705200219       -10731599260.752111       -1.1047009569896066E+023   8.8407162850297229E+021
   8.3230749816479957E-005  -1266666.0426887765       -10376505593.689634       -1.1426945784908979E+023  -6.1536805722232392E+021
   8.6971979067758945E-005  -1341311.9408337481       -9833590244.8009224       -1.1631546864574410E+023  -2.1559662633352654E+022
   9.0190583510401458E-005  -1399752.1486706811       -9213007993.6218567       -1.1703072122986110E+023  -3.5898791828352030E+022
   9.2770247477082414E-005  -1442648.8316427583       -8623714005.0034161       -1.1693014366900924E+023  -4.7926965091001661E+022
   9.4617788552949438E-005  -1471206.3975704007       -8156645195.6885529       -1.1650427370278437E+023  -5.6747385718135128E+022
   9.5666860067355472E-005  -1486620.3116957289       -7876194302.8575077       -1.1613561446953729E+023  -6.1808700597330118E+022
   9.6284957970378887E-005  -1495431.3676844754       -7706122791.7206926       -1.1587649031987403E+023  -6.4803529176438802E+022
   9.7849966295148529E-005  -1516848.9370143593       -7260518587.5747004       -1.1508497829907018E+023  -7.2412974373870676E+022
   1.0060613412963869E-004  -1551496.7813079169       -6429140393.6782913       -1.1323904990386723E+023  -8.5823584804238206E+022
   1.0445448529304799E-004  -1593494.2166860709       -5188945170.9320307       -1.0977262168255769E+023  -1.0428011393127766E+023
   1.0925600995338353E-004  -1635975.7483426102       -3557618707.9656210       -1.0417834762504512E+023  -1.2624196018409169E+023
   1.1483718801676695E-004  -1672587.0819582432       -1620971196.3603480       -9.6236523497523799E+022  -1.4928950754108949E+023
   1.2099630797378018E-004  -1698803.4078136035        464938843.95318353       -8.6155887072566894E+022  -1.7041118753542457E+023
   1.2751076623974898E-004  -1712642.1194423647        2503302860.0935879       -7.4562255652585636E+022  -1.8666428229580644E+023
   1.3414511510193307E-004  -1714594.1372151687        4306592877.7511635       -6.2342587800697222E+022  -1.9596420473863578E+023
   1.4065957336790189E-004  -1706947.0248616866        5744280987.0949526       -5.0421143449351766E+022  -1.9764852389034468E+023
   1.4681869332491511E-004  -1692880.4564733605        6767779773.6743412       -3.9565184997496034E+022  -1.9257225199806356E+023
   1.5239987138829852E-004  -1675682.9280987254        7406080392.8030376       -3.0283387731977454E+022  -1.8274061814069994E+023
   1.5720139604863406E-004  -1658257.0009287950        7740314622.9501657       -2.2823593739608090E+022  -1.7069683045682561E+023
   1.6104974721204335E-004  -1642903.5070658815        7871902873.8451462       -1.7236266161927373E+022  -1.5893253329659863E+023
   1.6380591504653352E-004  -1631289.3495592636        7896028937.2084351       -1.3460758838844125E+022  -1.4949148495025936E+023
   1.6537092337130316E-004  -1624498.2507446911        7885061101.2510738       -1.1403071199368861E+022  -1.4379261298775649E+023
   1.6625740589011306E-004  -1620594.6844015741        7871229244.8771553       -1.0265488489884812E+022  -1.4046417822211155E+023
   1.6844153838731904E-004  -1610817.7546791264        7814527632.9960699       -7.5495504659590949E+021  -1.3197684368073279E+023
   1.7228805833215696E-004  -1593125.3661014349        7641243577.6501484       -3.0681231123838156E+021  -1.1615846174974641E+023
   1.7765883413164025E-004  -1567650.7474180986        7260401766.2179060        2.5479338231760599E+021  -9.2638013063435395E+022
   1.8435986305320745E-004  -1535065.4201446516        6600539061.3908186        8.5324982867617959E+021  -6.1906332833469811E+022
   1.9214897969111616E-004  -1496698.3230619396        5649949578.4432135        1.4140377006888161E+022  -2.5835433501180736E+022
   2.0074467457617860E-004  -1454413.0292943066        4474595724.5921717        1.8800038082698730E+022   1.2340373055171298E+022
   2.0983628116714602E-004  -1410327.2008013625        3202920817.9073796        2.2208152030763150E+022   4.8686924909243328E+022
   2.1909520760118319E-004  -1366518.4996194306        1984382481.6498265        2.4336080247110322E+022   7.9617334408556946E+022
   2.2818681419215062E-004  -1324818.5570891444        942763843.90309310        2.5361838981100606E+022   1.0283770335836852E+023
   2.3678250907721305E-004  -1286718.3372172588        145850248.66490808        2.5570502716753927E+022   1.1778147955632370E+023
   2.4457162571512177E-004  -1253357.1033394840       -399181082.72753286        2.5265625836495644E+022   1.2543129349628765E+023
