   4.0664335725223677E-009   4.0397097220290760E-014
   2.1264327251309692E-008   4.3193253172189605E-009
   5.1551885872080734E-008   2.1260148059897401E-006
   9.3841459096358730E-008   1.4080486040182736E-004
   1.4660546635279336E-007   3.1981993463279855E-003
   2.0793709342294071E-007   3.6929903010121480E-002
   2.7561973031319599E-007  0.26547675947432492     
   3.4720718378538059E-007   1.3365194995569236     
   4.2011211633685428E-007   5.0747053763090548     
   4.9169956980903887E-007   15.266981594565021     
   5.5938220669929413E-007   37.654329505303153     
   6.2071383376944149E-007   77.999955634052640     
   6.7347784102587619E-007   138.07579765198003     
   7.1576741425015419E-007   211.47442102871477     
   7.4605497287092518E-007   282.65078142876331     
   7.6325286654971250E-007   331.53813654657819     
   7.9578433512989134E-007   444.03999073674527     
   9.1616959088140282E-007   1190.3752186227782     
   1.1281825012268003E-006   5108.8671541899275     
   1.4242095137967458E-006   25969.500655998010     
   1.7935575645917883E-006   127898.58258655830     
   2.2228789540828199E-006   551333.28657781181     
   2.6966574123146067E-006   2006191.3944591817     
   3.1977695866198991E-006   6141962.8448566552     
   3.7081041144802148E-006   15975729.584650174     
   4.2092162887855071E-006   35779935.954415485     
   4.6829947470172934E-006   69909813.282101706     
   5.1123161365083251E-006   120544195.65006112     
   5.4816641873033676E-006   185179101.52279109     
   5.7776911998733135E-006   255352288.23693159     
   5.9897041102187110E-006   317858625.75008279     
   6.1100893659702225E-006   358556733.80615956     
   6.2158166388558042E-006   397704321.61345893     
   6.5425766187527636E-006   541196199.73746085     
   7.1180402325474125E-006   894281222.01242530     
   7.9215421238086953E-006   1676226291.6415060     
   8.9240582616809526E-006   3332377640.8259616     
   1.0089359176013751E-005   6656518577.9710255     
   1.1375329276928601E-005   12867322061.195986     
   1.2735490892900108E-005   23524609396.612591     
   1.4120684611378108E-005   40191699474.282944     
   1.5480846227349615E-005   63866014204.884254     
   1.6766816328264465E-005   94360123103.303131     
   1.7932117242597264E-005   129906813568.99344     
   1.8934633380469521E-005   167203145856.07263     
   1.9738135271730804E-005   201926435349.29068     
   2.0313598885525454E-005   229564682546.85138     
   2.0640358865422410E-005   246315531748.97516     
   2.0868079145483669E-005   258448872073.22580     
   2.1504401211598798E-005   294379955098.58337     
   2.2625040880567324E-005   365021077594.16010     
   2.4189755089865612E-005   479460537299.23077     
   2.6142023358353695E-005   647272600549.81482     
   2.8411293559949146E-005   873404201628.63330     
   3.0915551124888589E-005   1151743967461.8845     
   3.3564286903359420E-005   1460322524389.3904     
   3.6261769407763952E-005   1761931373696.1504     
   3.8910505186234783E-005   2012176573726.8601     
   4.1414762751174227E-005   2173059291045.9429     
   4.3684032952769674E-005   2226588732154.5366     
   4.5636301221257757E-005   2182255647454.6394     
   4.7201015430556048E-005   2074917047212.7014     
   4.8321655099524574E-005   1953915313506.2117     
   4.8957977165639703E-005   1867570707774.8423     
   4.9356487655746885E-005   1806702220377.5613     
   5.0405559170152919E-005   1620463804401.0474     
   5.2253100246019950E-005   1195618400155.4783     
   5.4832764212700906E-005   378866788356.32361     
   5.8051368655343418E-005  -1037567695208.8466     
   6.1792597906622400E-005  -3278022757292.7129     
   6.5921238756927973E-005  -6518426895386.0732     
   7.0288073418731234E-005  -10811091895401.625     
   7.4735274304371123E-005  -16031227190138.361     
   7.9102108966174384E-005  -21874356964341.992     
   8.3230749816479957E-005  -27911039598219.434     
   8.6971979067758945E-005  -33676686617342.398     
   9.0190583510401458E-005  -38759013570967.961     
   9.2770247477082414E-005  -42852096783037.820     
   9.4617788552949438E-005  -45766794480554.445     
   9.5666860067355472E-005  -47408302964154.078     
   9.6284957970378887E-005  -48369299748468.375     
   9.7849966295148529E-005  -50777370678026.344     
   1.0060613412963869E-004  -54905876895513.211     
   1.0445448529304799E-004  -60346586228573.570     
   1.0925600995338353E-004  -66428621797966.031     
   1.1483718801676695E-004  -72244862577105.719     
   1.2099630797378018E-004  -76792882027350.094     
   1.2751076623974898E-004  -79209861086795.906     
   1.3414511510193307E-004  -79013233682025.516     
   1.4065957336790189E-004  -76238818457070.125     
   1.4681869332491511E-004  -71415741606859.031     
   1.5239987138829852E-004  -65400524455015.844     
   1.5720139604863406E-004  -59154022690530.391     
   1.6104974721204335E-004  -53550227767168.742     
   1.6380591504653352E-004  -49265643310918.617     
   1.6537092337130316E-004  -46747239788934.742     
   1.6625740589011306E-004  -45296385254714.180     
   1.6844153838731904E-004  -41655350238785.461     
   1.7228805833215696E-004  -35058212041808.965     
   1.7765883413164025E-004  -25607997492058.629     
   1.8435986305320745E-004  -13768941169809.635     
   1.9214897969111616E-004  -489905990500.73529     
   2.0074467457617860E-004   12872075153101.385     
   2.0983628116714602E-004   24842176160139.961     
   2.1909520760118319E-004   34218038281522.094     
   2.2818681419215062E-004   40379942497439.742     
   2.3678250907721305E-004   43387317772152.719     
   2.4457162571512177E-004   43849988407863.031     
   2.5127265463668896E-004   42670349067466.734     
   2.5664343043617225E-004   40782539309531.953     
   2.6048995038101014E-004   38971628054503.812     
