
                325345509.695170522         -241294236696100.187500000
                 50465518.322568908          406197617978152.437500000
                -65780000.117403060         -253130513241207.968750000
                -23453982.825030647          103223919785063.546875000

                 50465518.322568908          406197617978216.500000000
                153376469.939411074        -1200194286804143.000000000
                 24896397.118816301         1252569016776590.250000000
                -34968034.945486896         -980491217506253.500000000
                -12961542.623190705          704686069152067.125000000

                -65780000.117403060         -253130513241361.781250000
                 24896397.118816301         1252569016776722.000000000
                 80205370.480758935        -1623695589736884.750000000
                 13360626.720332874         1460492922526907.250000000
                -20091093.393211588        -1137780593554538.750000000
                 -7653992.890521596          842907103912584.125000000

                -23453982.825030647          103223919785357.468750000
                -34968034.945486896         -980491217506405.500000000
                 13360626.720332874         1460492922526800.750000000
                 45523278.673541263        -1467470846458005.250000000
                  7718040.880055631         1227852395420976.000000000
                -12282019.462269042         -943009777227947.625000000
                 -4778801.225942477          700305247002231.000000000

                -12961542.623190705          704686069152280.875000000
                -20091093.393211588        -1137780593554604.000000000
                  7718040.880055631         1227852395421207.000000000
                 27580485.069242623        -1100073124264919.750000000
                  4738959.634395580          884345399236914.125000000
                 -7896463.600499488         -671308738405224.625000000
                 -3125295.579320244          497314433082195.937500000

                 -7653992.890521596          842907103912644.125000000
                -12282019.462269042         -943009777228121.750000000
                  4738959.634395580          884345399236880.125000000
                 17613686.095596541         -746199390041875.625000000
                  3059328.024630237          585740536984837.125000000
                 -5292581.734416521         -440817868024626.500000000
                 -2124674.854689250          325499589914734.687500000

                 -4778801.225942477          700305247002490.000000000
                 -7896463.600499488         -671308738405352.750000000
                  3059328.024630237          585740536985019.125000000
                 11744930.780832773         -477663307322135.687500000
                  2058538.693294222          369409719866937.625000000
                 -3672981.971525684         -276257774620250.750000000
                 -1492367.255188704          203336285054664.250000000

                 -3125295.579320244          497314433082388.937500000
                 -5292581.734416521         -440817868024888.125000000
                  2058538.693294222          369409719867058.937500000
                  8117876.305383629         -295191049147654.125000000
                  1433888.561941768          226123259421006.843750000
                 -2625233.871465746         -168305842432952.625000000
                 -1077772.228741025          123507058693964.250000000

                 -2124674.854689250          325499589914959.937500000
                 -3672981.971525684         -276257774620387.375000000
                  1433888.561941768          226123259421063.312500000
                  5783242.297369520         -178500955566265.750000000
                  1028396.464555562          135899019203070.046875000
                 -1924295.869514744         -100783978783272.578125000
                  -797164.076551971           73744555356480.968750000

                 -1492367.255188704          203336285054876.781250000
                 -2625233.871465746         -168305842433121.343750000
                  1028396.464555562          135899019203190.015625000
                  4227676.490505876         -106528901457579.171875000
                   756207.563392601           80794354618916.109375000
                 -1441603.025963477          -59744356197527.812500000
                  -601949.843427862           43589700450268.898437500

                 -1077772.228741025          123507058694148.125000000
                 -1924295.869514744         -100783978783424.671875000
                   756207.563392601           80794354618968.875000000
                  3159987.073169359          -63119423337586.851562500
                   568157.227218066           47768897914369.695312500
                 -1100726.089375596          -35238326708692.789062500
                  -462845.634033547           25632941571090.664062500

                  -797164.076551971           73744555356577.343750000
                 -1441603.025963477          -59744356197544.601562500
                   568157.227218066           47768897914344.093750000
                  2408059.210200752          -37296070364451.007812500
                   434944.940471706           28202493881575.925781250
                  -854623.718741085          -20761150669831.519531250
                  -361610.833640108           15053012790781.164062500

                  -601949.843427862           43589700450260.914062500
                 -1100726.089375596          -35238326708650.640625000
                   434944.940471706           28202493881556.074218750
                  1866455.680435668          -22057192937239.136718750
                   338489.473971286           16684088016549.486328125
                  -673444.594427353          -12258781632187.933593750
                  -286547.008081833            8856186310654.107421875

                  -462845.634033547           25632941571054.980468750
                  -854623.718741085          -20761150669814.273437500
                   338489.473971286           16684088016549.193359375
                  1468529.415242826          -13098550909792.957031250
                   267286.262212280            9920689186715.982421875
                  -537726.604269189           -7276397944967.358398438
                  -229954.441089102            5235157350201.914062500

                  -361610.833640108           15053012790766.263671875
                  -673444.594427353          -12258781632186.664062500
                   267286.262212280            9920689186715.173828125
                  1170971.153716747           -7834162256092.796875000
                   213814.578956618            5946910433967.078125000
                  -434471.736531740           -4354283428250.775390625
                  -186646.621480158            3118047831417.998046875

                  -286547.008081833            8856186310653.910156250
                  -537726.604269189           -7276397944968.279296875
                   213814.578956618            5946910433968.785156250
                   944937.035846040           -4732871166187.034179688
                   173038.291948980            3604135219743.689453125
                  -354809.746756034           -2634380647701.633300781
                  -153056.569935296            1876282547421.290527344

                  -229954.441089102            5235157350196.807617188
                  -434471.736531740           -4354283428244.995605469
                   173038.291948980            3604135219736.020019531
                   770790.440289142           -2896314526168.029785156
                   141511.678616897            2214505678237.513183594
                  -292568.510732006           -1615831932799.580810547
                  -126684.706688761            1143795678439.281005859

                  -186646.621480158            3118047831408.644042969
                  -354809.746756034           -2634380647689.176757812
                   141511.678616897            2214505678231.085449219
                   634896.318849945           -1800157454435.298583984
                   116831.103260947            1383056716704.424072266
                  -243377.115571675           -1007365893436.931396484
                  -105749.426806232             708194512007.376708984

                  -153056.569935296            1876282547408.850341797
                  -292568.510732006           -1615831932791.731201172
                   116831.103260947            1383056716702.408203125
                   527616.475248612           -1139055454912.710449219
                    97290.271817913             879961349222.091796875
                  -204090.326344357            -639776823346.430175781
