                               0.000000035687                 785186530133008.500000000000        -44003706232034574729216.000000000000                          864287.116536929854
                               0.000000182735                  29947307684637.992187500000          -327768091707733180416.000000000000                       116032760.169149786234
                               0.000000426401                   5499999495565.989257812500           -25797283130021089280.000000000000                      1474257431.859732627869
                               0.000000733843                   1856922811137.097656250000            -5060818621772952576.000000000000                      7514957404.835749626160
                               0.000001063546                    884071107110.941772460938            -1662496699118434560.000000000000                     22876337977.928192138672
                               0.000001370988                    532026024085.261840820312             -776120777722217216.000000000000                     49002471609.947463989258
                               0.000001614654                    383566636509.814697265625             -475106784326622656.000000000000                     80049028199.263671875000
                               0.000001761702                    322207146178.023864746094             -365790774582793280.000000000000                    103971557018.082077026367
                               0.000002047200                    238604906569.856536865234             -233103637601043072.000000000000                    162771495580.809875488281
                               0.000003076532                    105651833867.599700927734              -68682414682508088.000000000000                    502356305206.760681152344
                               0.000004782199                     43726493474.784378051758              -18287189834397220.000000000000                   1426908605581.965332031250
                               0.000006934289                     20796780097.752353668213               -5998244233570431.000000000000                   3012930608243.823730468750
                               0.000009242213                     11707064965.968088150024               -2533389920165605.000000000000                   4882768646380.120117187500
                               0.000011394303                      7702371494.017492294312               -1351968856990805.000000000000                   6432794416162.494140625000
                               0.000013099970                      5827192798.021304130554                -889649782068820.125000000000                   7304140590762.610351562500
                               0.000014129302                      5009086920.602539062500                -709035283684549.375000000000                   7601058893814.720703125000
                               0.000015057172                      4410757559.038836479187                -585867998255253.625000000000                   7686464205371.773437500000
                               0.000017851073                      3138132921.673796653748                -351590391763152.750000000000                   6903995788202.758789062500
                               0.000022480741                      1978694559.802431106567                -176034639515271.125000000000                   2631767860321.667968750000
                               0.000028322128                      1246660637.889482736588                 -88034391470401.718750000000                  -6749199390048.499023437500
                               0.000034586493                       835962785.237430572510                 -48340419184250.859375000000                 -19715612781169.718750000000
                               0.000040427880                       611840284.709712147713                 -30268235073710.214843750000                 -32474992945718.449218750000
                               0.000045057547                       492566535.425390005112                 -21863885786013.097656250000                 -41740861820244.835937500000
                               0.000047851449                       436726772.149408638477                 -18253439862347.890625000000                 -46527779183350.554687500000
                               0.000049849937                       402411857.977164626122                 -16144929399615.390625000000                 -49439661242172.015625000000
                               0.000055290693                       327111595.860070288181                 -11832428950907.929687500000                 -55115636743767.125000000000
                               0.000064306361                       241819951.553229391575                  -7520871879647.205078125000                 -58089838913418.757812500000
                               0.000075681693                       174589579.611497819424                  -4613786293812.565429687500                 -52699221180990.398437500000
                               0.000087880721                       129483008.645126804709                  -2946789873302.977539062500                 -39183510154197.187500000000
                               0.000099256053                       101504664.596313133836                  -2045309315617.227294921875                 -22969219668722.109375000000
                               0.000108271721                        85304102.515419244766                  -1575741136254.655761718750                  -9944922890578.812500000000
                               0.000113712477                        77336366.340292081237                  -1360208986923.375732421875                  -2791547437114.688476562500
                               0.000117209831                        72790033.509523376822                  -1242046555131.042968750000                   1314908086337.665527343750
                               0.000126179725                        62808850.489656850696                   -995545843251.168457031250                   9910048145996.673828125000
                               0.000141043395                        50268334.188298620284                   -712806639190.913208007812                  18658219181516.414062500000
                               0.000159797321                        39161652.711015835404                   -490141542584.138061523438                  21719553173175.800781250000
                               0.000179909231                        30895349.088860161602                   -343454851738.591308593750                  17931788830848.058593750000
                               0.000198663157                        25337591.830354459584                   -255080934410.683380126953                  10625146197377.148437500000
                               0.000213526827                        21932852.043425139040                   -205434159265.358093261719                   4048383921215.038574218750
                               0.000222496721                        20200065.209289260209                   -181576296076.914825439453                    354311820408.087890625000
                               0.000227921189                        19249993.936434924603                   -168917984645.953277587891                  -1628572584033.757080078125
                               0.000241302506                        17174192.826998591423                   -142345747625.352722167969                  -5578301684087.485351562500
                               0.000263476178                        14405133.643071178347                   -109346763561.111236572266                  -9487055114539.568359375000
                               0.000291453346                        11772315.952801341191                    -80783536178.504989624023                 -10611068354049.626953125000
                               0.000321456359                         9677339.074319623411                    -60209349182.073051452637                  -8477955228425.141601562500
                               0.000349433527                         8189753.992244809866                    -46874460285.515525817871                  -4758249727890.018554687500
                               0.000371607198                         7241553.841223116033                    -38974238790.672988891602                  -1507489845801.087158203125
                               0.000384988516                         6746902.758134569041                    -35049891011.481193542480                    284063986608.811767578125
                               0.000392768345                         6482268.894701682031                    -33008102488.617752075195                   1197116868833.995361328125
