#     'r'     'cord11(r)'     'cord12(r)'     'cord22(r)'     cord21(r)
    3.7474      11.44329     4.640536      4.032864     9.281072
     3.757      11.49397     4.658059      4.032864     9.316119
    3.7666      11.54818     4.675673      4.032864     9.351346
    3.7762      11.60072      4.69529      4.032864     9.390581
    3.7858      11.64646     4.717895      4.032864      9.43579
    3.7954      11.68643     4.744785      4.032864      9.48957
     3.805      11.72204     4.776172      4.032864     9.552344
    3.8146      11.75515     4.810896      4.032864     9.621791
    3.8242      11.78799     4.848199      4.032864     9.696398
    3.8338      11.82203     4.887258      4.032864     9.774515
    3.8434      11.85627     4.930067      4.032864     9.860134
     3.853       11.8889     4.981669      4.032864     9.963339
    3.8626      11.91956     5.047547      4.032864     10.09509
    3.8722      11.94773     5.127727      4.032864     10.25545
    3.8818      11.97159     5.220052      4.032864      10.4401
    3.8914      11.99067     5.323791      4.032864     10.64758
     3.901      12.00651     5.432742      4.032864     10.86548
    3.9106       12.0193     5.536545      4.032864     11.07309
    3.9202      12.03019     5.624657      4.032864     11.24931
    3.9298      12.04069     5.697718      4.032864     11.39544
    3.9394      12.05041     5.761241      4.032864     11.52248
     3.949      12.05963     5.822063      4.032864     11.64413
    3.9585       12.0683     5.891262      4.032864     11.78252
    3.9681      12.07576      5.96659      4.032864     11.93318
    3.9777      12.08241     6.050953      4.032864     12.10191
    3.9873      12.08811     6.151807      4.032864     12.30361
    3.9969      12.09426     6.254964      4.032864     12.50993
    4.0065       12.1045     6.348396      4.032864     12.69679
    4.0161      12.12126     6.434521      4.032864     12.86904
    4.0257      12.15025     6.508355      4.032864     13.01671
    4.0353      12.19984      6.56511      4.032864     13.13022
    4.0449      12.27741     6.613754      4.032864     13.22751
    4.0545      12.38601      6.65782      4.032864     13.31564
    4.0641      12.50872     6.704374      4.032864     13.40875
    4.0737      12.65678     6.763433      4.032864     13.52687
    4.0833      12.82765     6.839056      4.032864     13.67811
    4.0929      12.99515     6.934809      4.032864     13.86962
    4.1025       13.1514     7.046588      4.032864     14.09318
    4.1121      13.28157     7.168966      4.032864     14.33793
    4.1217       13.4023      7.29474      4.032864     14.58948
    4.1313       13.5224     7.417805      4.032864     14.83561
    4.1409      13.63839     7.543105      4.032864     15.08621
    4.1505      13.75115     7.679134      4.032864     15.35827
    4.1601      13.85887     7.841655      4.032864     15.68331
    4.1697      13.97595     8.051018      4.032864     16.10204
    4.1793      14.12311     8.305853      4.032864     16.61171
    4.1889      14.30707     8.580606      4.032864     17.16121
    4.1985      14.50662     8.857165      4.032864     17.71433
    4.2081      14.70147     9.129013      4.032864     18.25803
    4.2177      14.87844     9.378129      4.032864     18.75626
    4.2273      15.01452     9.584522      4.032864     19.16904
    4.2368      15.10825     9.741762      4.032864     19.48352
    4.2464      15.18218     9.858434      4.032864     19.71687
     4.256      15.24238     9.947084      4.032864     19.89417
    4.2656      15.27939     10.01267      4.033887     20.02535
    4.2752      15.29888     10.05842      4.035667     20.11684
    4.2848      15.31415     10.09276      4.040744     20.18551
    4.2944      15.33079      10.1229      4.051412      20.2458
     4.304      15.35541      10.1532      4.079169     20.30641
    4.3136      15.39108     10.18654      4.134053     20.37308
    4.3232      15.43576     10.22495      4.221583     20.44989
    4.3328      15.48635     10.27381      4.361569     20.54762
    4.3424      15.53827      10.3396       4.59108     20.67921
     4.352      15.58954     10.42673      4.928038     20.85346
    4.3616      15.64058      10.5299        5.3566      21.0598
    4.3712      15.68984     10.64155      5.848397      21.2831
    4.3808      15.73596     10.75861       6.37396     21.51723
    4.3904      15.77819     10.87726      6.899553     21.75453
       4.4      15.81857     10.99681      7.367606     21.99362
    4.4096      15.85662     11.11354      7.725052     22.22708
    4.4192      15.89184     11.22331      7.966103     22.44662
    4.4288      15.92415     11.32322      8.127739     22.64643
    4.4384      15.95315     11.41257      8.255511     22.82514
     4.448      15.98021      11.4944      8.358684      22.9888
    4.4576      16.01398     11.57227      8.439309     23.14454
    4.4672      16.05995      11.6548      8.505596      23.3096
    4.4768      16.12677     11.74477      8.556469     23.48955
    4.4864      16.22487     11.84008      8.599348     23.68015
     4.496      16.35802     11.94853      8.638619     23.89705
    4.5055       16.5133     12.06154      8.689018     24.12307
    4.5151      16.68207      12.1646      8.760446     24.32919
    4.5247      16.86829     12.26221      8.843002     24.52442
    4.5343      17.04944     12.35269      8.923745     24.70539
    4.5439      17.20177     12.42387      8.999486     24.84774
    4.5535      17.31784     12.47133      9.072461     24.94266
    4.5631      17.40327     12.50579      9.144117     25.01157
    4.5727      17.46636     12.53482      9.216501     25.06965
    4.5823      17.51074      12.5595      9.291604       25.119
    4.5919      17.53891     12.58341      9.368027     25.16683
    4.6015      17.55532     12.61822      9.446203     25.23643
    4.6111       17.5686     12.67366      9.524595     25.34733
    4.6207      17.58718     12.74978      9.598345     25.49956
    4.6303       17.6133     12.84057      9.662833     25.68115
    4.6399      17.64651     12.94841      9.715875     25.89682
    4.6495      17.68648     13.07219      9.759814     26.14438
    4.6591       17.7385     13.19558      9.795825     26.39116
    4.6687      17.80176     13.31018       9.82541     26.62036
    4.6783      17.88029     13.41336      9.850183     26.82671
    4.6879       17.9809     13.50387      9.872086     27.00775
    4.6975      18.10366     13.58451      9.893423     27.16903
    4.7071      18.24622     13.65387       9.91501     27.30775
    4.7167      18.41274     13.70851      9.936828     27.41702
    4.7263      18.59767     13.75173      9.957414     27.50345
    4.7359       18.7935     13.78504      9.975386     27.57009
    4.7455      19.01625     13.80863      9.991806     27.61726
    4.7551      19.25607     13.82491      10.00748     27.64982
    4.7647      19.47029     13.83596      10.02147     27.67191
    4.7743      19.64494     13.84419      10.03438     27.68838
    4.7838      19.80364     13.85122      10.04772     27.70244
    4.7934      19.94146     13.85862       10.0652     27.71724
     4.803      20.04241     13.86739      10.09163     27.73479
    4.8126      20.12143     13.87772      10.12768     27.75545
    4.8222      20.18434      13.8893      10.18548     27.77859
    4.8318      20.23774     13.90142      10.28664     27.80284
    4.8414      20.30212     13.91426      10.44686     27.82853
     4.851      20.39002     13.92844      10.65482     27.85689
    4.8606      20.51864     13.94377      10.89512     27.88754
    4.8702      20.70743     13.95928       11.1976     27.91857
    4.8798      20.96438     13.97481      11.57279     27.94961
    4.8894      21.31073       13.991      12.02219     27.98201
     4.899      21.77424     14.00712      12.53423     28.01424
    4.9086       22.3248      14.0242      13.08738     28.04839
    4.9182      22.91831     14.04344      13.66181     28.08687
    4.9278      23.54926     14.06704      14.21999     28.13407
    4.9374      24.17618     14.10073      14.72979     28.20146
     4.947      24.74401     14.14803      15.13687     28.29605
    4.9566      25.24122      14.2129      15.42613      28.4258
    4.9662      25.67236     14.29282      15.63434     28.58564
    4.9758      26.05543      14.3835      15.78237     28.76701
    4.9854       26.3883     14.47697      15.88892     28.95394
     4.995      26.68697     14.56341      15.98187     29.12681
    5.0046      26.96496     14.64099      16.06535     29.28198
    5.0142      27.19864     14.70895      16.13314     29.41789
    5.0238      27.38989     14.76708      16.19285     29.53417
    5.0334      27.55663     14.81503      16.25335     29.63005
     5.043      27.69856     14.85796      16.31813     29.71592
    5.0525       27.8088     14.90185      16.39299     29.80371
    5.0621      27.89994     14.95245       16.4754     29.90489
    5.0717      27.97855     15.01482      16.55525     30.02963
    5.0813      28.05395     15.09368      16.62617     30.18736
    5.0909      28.14209     15.18175      16.68257     30.36349
    5.1005      28.25292     15.27138       16.7238     30.54277
    5.1101      28.40394     15.35686      16.75801     30.71372
    5.1197      28.60713     15.43597      16.79498     30.87193
    5.1293      28.85695     15.50314      16.83634     31.00628
    5.1389        29.157     15.54888      16.88555     31.09775
    5.1485      29.50811     15.58041      16.94558     31.16083
    5.1581        29.892       15.606      17.01579       31.212
    5.1677      30.29754      15.6296      17.09858     31.25919
    5.1773      30.74036     15.65127      17.19424     31.30253
    5.1869      31.20865     15.67401      17.30235     31.34803
    5.1965      31.65383     15.70432       17.4168     31.40863
    5.2061      32.07294     15.74986      17.52828     31.49972
    5.2157      32.49014     15.81678      17.62807     31.63356
    5.2253      32.88574     15.89627      17.71474     31.79255
    5.2349      33.23228       15.985      17.79019        31.97
    5.2445      33.52626     16.08611        17.854     32.17222
    5.2541       33.7615     16.19574       17.9072     32.39149
    5.2637      33.94046     16.30675       17.9497     32.61349
    5.2733      34.07833     16.40486      17.98299     32.80972
    5.2829      34.19188     16.48457      18.00961     32.96914
    5.2925      34.28733     16.55211      18.03084     33.10423
    5.3021      34.36851     16.60994      18.04857     33.21989
    5.3117      34.44027      16.6527      18.06382     33.30541
    5.3213      34.51264     16.68286      18.08046     33.36571
    5.3308      34.59517     16.70751      18.11069     33.41503
    5.3404      34.69115     16.72922      18.16793     33.45844
      5.35      34.81073      16.7493      18.26052     33.49859
    5.3596      34.95525     16.76871      18.40427     33.53741
    5.3692      35.12686     16.78602      18.60394     33.57204
    5.3788      35.33148     16.79982      18.85524     33.59964
    5.3884      35.57607     16.81092        19.152     33.62183
     5.398      35.84919      16.8207       19.4726      33.6414
    5.4076        36.126     16.82977       19.7993     33.65953
    5.4172      36.40348     16.83869      20.11179     33.67738
    5.4268      36.66513     16.84816      20.38021     33.69632
    5.4364      36.89215      16.8585      20.58912       33.717
     5.446      37.08368     16.86995      20.75264      33.7399
    5.4556      37.23636     16.88237        20.867     33.76474
    5.4652      37.36247     16.89626      20.92804     33.79252
    5.4748       37.4797      16.9125      20.96177     33.82501
    5.4844      37.59669     16.93065      20.98619      33.8613
     5.494      37.73252     16.95022      21.01048     33.90044
    5.5036      37.90147      16.9702      21.04206     33.94039
    5.5132      38.11047     16.98925      21.08143      33.9785
    5.5228       38.3562     17.00724      21.12176     34.01448
    5.5324      38.62498     17.02384      21.16045     34.04769
     5.542      38.92421     17.03903      21.19978     34.07807
    5.5516      39.27118      17.0534      21.24129      34.1068
    5.5612      39.64716     17.06695      21.28527     34.13391
    5.5708      40.02046     17.08029      21.32851     34.16058
    5.5804      40.38593      17.0947      21.36456      34.1894
      5.59      40.73923     17.11449      21.39235     34.22899
    5.5995      41.04855     17.14581        21.418     34.29162
    5.6091      41.29313     17.18981      21.44619     34.37961
    5.6187      41.48942     17.24753       21.4765     34.49506
    5.6283      41.64691     17.32226      21.50845     34.64451
    5.6379      41.76959     17.41621      21.54127     34.83243
    5.6475      41.86834     17.53577      21.57578     35.07154
    5.6571      41.95749     17.68225      21.61526     35.36451
