#     'r'     'cord11(r)'     'cord12(r)'     'cord22(r)'     cord21(r)
    5.5804      40.80949     17.10203      21.39357     34.20405
      5.59      41.24415     17.10666      21.44263     34.21333
    5.5995      41.47691     17.11123      21.47861     34.22246
    5.6091      41.60214     17.11924      21.50275     34.23848
    5.6187      41.68343     17.14222      21.51945     34.28444
    5.6283       41.7647     17.20256      21.53645     34.40511
    5.6379      41.86297     17.32728      21.55902     34.65456
    5.6475      41.96412     17.51882      21.59145     35.03764
    5.6571      42.05931     17.73748      21.63613     35.47495
    5.6667      42.15789     17.96592      21.69734     35.93184
    5.6763      42.26744     18.17822      21.77478     36.35645
    5.6859      42.38704     18.32364         21.86     36.64727
    5.6955      42.50494     18.40233      21.94051     36.80465
    5.7051      42.60544     18.44084      22.00575     36.88167
    5.7147      42.68312     18.45937      22.05119     36.91875
    5.7243      42.74597     18.46959      22.07861     36.93919
    5.7339      42.81031      18.4763      22.09821      36.9526
    5.7435      42.89476     18.48104      22.12926     36.96208
    5.7531      43.00999     18.48695      22.20859      36.9739
    5.7627       43.1548      18.4993      22.39123     36.99861
    5.7723      43.31542     18.53758       22.7046     37.07517
    5.7819      43.47145     18.63249      23.03217     37.26497
    5.7915      43.60652      18.8003      23.23095     37.60059
    5.8011      43.70926      19.0018      23.31494     38.00361
    5.8107      43.78026     19.16784      23.34715     38.33567
    5.8203      43.82719     19.27639      23.35834     38.55277
    5.8299      43.85989     19.35148      23.36278     38.70297
    5.8395      43.89148     19.42857      23.36499     38.85713
    5.8491       43.9288     19.54779      23.36652     39.09558
    5.8587      43.97203     19.72822      23.36773     39.45645
    5.8683       44.0199     19.93542      23.36938     39.87085
    5.8778      44.06897     20.14599      23.37352     40.29198
    5.8874      44.11467      20.3886      23.38173     40.77721
     5.897      44.15911     20.67875       23.3951      41.3575
    5.9066      44.21421     20.99478      23.41478     41.98955
    5.9162      44.30547     21.27858      23.44464     42.55716
    5.9258      44.48007     21.46761      23.49077     42.93521
    5.9354      44.76729     21.57197      23.56388     43.14394
     5.945       45.0672     21.64165      23.66775      43.2833
    5.9546      45.27881     21.71184      23.78252     43.42369
    5.9642       45.4438     21.81972      23.87554     43.63944
    5.9738      45.66467     22.01022      23.92947     44.02044
    5.9834      46.00934     22.32351      23.95313     44.64703
     5.993      46.45901     22.71554      23.96377     45.43107
    6.0026      46.94926     23.04621      23.97176     46.09243
    6.0122      47.46127     23.25786      23.98041     46.51572
    6.0218      47.95885     23.40767      23.99117     46.81534
    6.0314      48.36097     23.55867      24.00423     47.11733
     6.041       48.6353     23.75667      24.01909     47.51335
    6.0506      48.83914      24.0133      24.03428      48.0266
    6.0602      49.09229     24.27593       24.0476     48.55186
    6.0698      49.46089     24.47811      24.05809     48.95622
    6.0794      49.86829     24.61703      24.06679     49.23407
     6.089      50.19049     24.72274      24.07527     49.44548
    6.0986       50.3871      24.8102      24.08336     49.62039
