# x,y,z,sp,vx,vy,vz,m
1.090420043154137764e+00,5.374449122646415056e+00,1.013188775359117955e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.167995223610677424e+00,2.484178172863428458e+00,-7.831139768732687578e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.513250242970584303e+00,7.356940694982963436e+00,-1.017904959026684075e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.571442154326586405e+00,6.802289926429722300e+00,-7.852205727142749225e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.597455238213523643e+00,1.767756613949688971e+00,-8.373933867324744540e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.506010348667631060e+00,1.125225363898975983e+00,1.018220118141453590e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.112777720468369091e+00,6.498512885471589229e+00,-1.791446379118332155e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.170174635693749909e+00,1.977006955142398548e+00,-3.625377213824531708e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.605176468831406744e+00,2.284525461877761732e+00,-1.776593001597879029e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.619501158410432851e+00,6.212183676565452117e+00,-3.557137129747204529e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.366541981412721374e-01,4.258380129873249764e+00,-5.371959976095622480e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
